역이름,역이력적용시작일자,역이력적용종료일자,화차배정우선순위,구내유효장,구내선로길이,지선유효장,지선선로거리,전용선유효장,전용선선로거리,총선수,유효장총계거리,선로전체거리,분기역여부,입환시작여부,원본사진명,사진설명,최초등록일시,최종변경일시
신남,2020-09-21,2023-12-25,11,296,4219,0,0,87,1260,23,383,5479,N,Y,,,2020-09-11 15:25,2023-12-21 17:00
신남,2023-12-26,,11,296,4219,0,0,87,1260,23,383,5479,N,Y,,,2023-12-21 17:30,2023-12-21 17:30
남춘천,,2005-09-29,2,65,938,0,0,0,0,5,65,938,N,Y,남춘천 1.jpg,,1939-07-25 00:00,2005-09-29 15:16
남춘천,2005-09-30,2006-06-30,2,65,938,0,0,0,0,5,65,938,N,Y,남춘천 1.jpg,,2005-09-29 15:16,2006-06-26 16:44
남춘천,2006-07-01,2009-09-13,2,65,938,0,0,0,0,5,65,938,N,Y,남춘천 1.jpg,,2006-06-26 16:44,2009-09-07 15:30
남춘천,2009-09-14,2010-12-20,2,65,938,0,0,0,0,5,65,938,N,Y,남춘천 1.jpg,,2009-09-07 15:30,2010-12-13 16:15
남춘천,2010-12-21,2020-09-20,2,67,948,0,0,0,0,3,67,948,N,Y,남춘천 1.jpg,,2010-12-13 16:15,2020-09-11 15:22
남춘천,2020-09-21,2023-12-25,2,67,948,0,0,0,0,3,67,948,N,Y,남춘천 1.jpg,,2020-09-11 15:25,2023-12-21 17:00
남춘천,2023-12-26,,2,67,948,0,0,0,0,3,67,948,N,Y,남춘천 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
춘천,,2006-06-30,1,176,2565,60,871,19,269,18,255,3705,N,Y,춘천 1.jpg,,1939-07-25 00:00,2006-06-26 16:45
춘천,2006-07-01,2009-09-13,1,176,2565,60,871,19,269,18,255,3705,N,Y,춘천 1.jpg,,2006-06-26 16:45,2009-09-07 15:44
춘천,2009-09-14,2009-09-30,1,176,2565,60,871,19,269,18,255,3705,N,Y,춘천 1.jpg,,2009-09-07 15:44,2009-09-28 18:46
춘천,2009-10-01,2010-12-20,1,176,2565,60,871,19,269,18,255,3705,N,Y,춘천 1.jpg,,2009-09-28 18:46,2010-12-13 16:16
춘천,2010-12-21,2012-12-14,1,176,2565,60,871,19,269,18,255,3705,N,Y,춘천 1.jpg,,2010-12-13 16:16,2012-11-06 10:49
춘천,2012-12-15,2020-09-20,1,310,4420,60,871,19,269,18,389,5560,N,Y,춘천 1.jpg,,2012-11-06 10:49,2020-09-11 15:22
춘천,2020-09-21,2023-12-25,1,310,4420,60,871,19,269,18,389,5560,N,Y,춘천 1.jpg,,2020-09-11 15:25,2023-12-21 17:00
춘천,2023-12-26,,1,233,3348,60,871,19,269,18,312,4488,N,Y,춘천 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
대정,,2006-06-30,104,41,584,,,,,3,41,584,N,Y,대정 1.jpg,,1978-11-15 00:00,2006-06-26 16:27
대정,2006-07-01,,104,41,584,,,,,3,41,584,Y,Y,대정 1.jpg,,2006-06-26 16:27,2006-06-26 16:27
원릉,,2006-06-30,38,64,910,0,0,0,0,3,64,910,N,N,원릉 1.jpg,,1961-07-10 00:00,2006-06-26 16:27
원릉,2006-07-01,,38,23,333,0,0,0,0,1,23,333,N,N,원릉 1.jpg,,2006-06-26 16:27,2006-06-26 16:27
삼릉,,2006-06-30,109,50,700,,,,,1,50,700,N,N,삼릉 1.jpg,,1969-04-11 00:00,2006-06-26 16:27
삼릉,2006-07-01,,109,50,700,,,,,1,50,700,N,N,삼릉 1.jpg,,2006-06-26 16:27,2006-06-26 16:27
벽제,,2006-06-30,2,22,327,,,,,3,22,327,N,N,벽제 1.jpg,,1960-12-20 00:00,2006-06-26 16:27
벽제,2006-07-01,,2,22,327,,,,,3,22,327,N,N,벽제 1.jpg,,2006-06-26 16:27,2006-06-26 16:27
일영,,2006-06-30,1,71,1006,10,152,33,467,5,114,1625,N,N,일영 1.jpg,,1960-12-21 00:00,2006-06-26 16:28
일영,2006-07-01,2009-09-30,1,71,1006,10,152,33,467,5,114,1625,N,N,일영 1.jpg,,2006-06-26 16:28,2009-09-28 18:44
일영,2009-10-01,,1,58,826,5,70,28,395,4,91,1291,N,N,일영 1.jpg,,2009-09-28 18:44,2009-09-28 18:44
장흥,,2006-06-30,3,16,230,0,0,0,0,1,16,230,N,N,,,1965-07-20 00:00,2006-06-26 16:28
장흥,2006-07-01,2009-09-30,3,16,230,0,0,0,0,1,16,230,N,N,,,2006-06-26 16:28,2009-09-28 18:45
장흥,2009-10-01,,3,17,242,0,0,0,0,1,17,242,N,N,,,2009-09-28 18:45,2009-09-28 18:45
온릉,,2006-06-30,39,50,700,,,,,1,50,700,N,N,,,1994-11-03 00:00,2006-06-29 21:57
온릉,2006-07-01,2007-09-30,39,50,700,,,,,1,50,700,N,N,,,2006-06-29 21:57,2007-09-27 17:17
온릉,2007-10-01,,39,50,700,,,,,1,50,700,N,N,,,2007-09-27 17:17,2007-09-27 17:17
송추,,2006-06-30,4,44,632,0,0,18,257,3,62,889,N,N,송추 1.jpg,,1960-12-20 00:00,2006-06-26 16:28
송추,2006-07-01,2007-09-30,4,44,632,0,0,18,257,3,62,889,N,N,송추 1.jpg,,2006-06-26 16:28,2007-09-28 10:39
송추,2007-10-01,2009-09-30,4,44,632,0,0,18,257,3,62,889,N,N,송추 1.jpg,,2007-09-28 10:39,2009-09-28 18:37
송추,2009-10-01,,4,16,237,0,0,0,0,1,16,237,Y,N,송추 1.jpg,,2009-09-28 18:37,2009-09-28 18:43
이문,,2004-07-04,17,89,1250,,,,,1,89,1250,N,Y,,,1966-11-08 00:00,2004-06-30 17:23
이문,2004-07-05,2005-07-26,17,89,1250,,,,,1,89,1250,N,Y,,,2004-06-30 17:23,2005-07-26 13:45
이문,2005-07-27,2006-06-30,17,89,1250,,,,,1,89,1250,N,Y,,,2005-07-26 13:45,2006-06-29 21:57
이문,2006-07-01,2009-09-13,17,89,1250,,,,,1,89,1250,N,Y,,,2006-06-29 21:57,2009-09-07 15:31
이문,2009-09-14,2020-09-20,17,89,1250,,,,,1,89,1250,Y,Y,,,2009-09-07 15:31,2020-09-15 16:29
이문,2020-09-21,,17,89,1250,,,,,1,89,1250,Y,Y,,,2020-09-15 16:29,2020-09-15 16:29
의왕,,2004-04-01,1,1461,21000,0,0,0,0,48,1461,21000,N,Y,오봉 1.jpg,,1984-07-20 00:00,2004-04-01 00:48
의왕,2004-04-02,2004-06-24,1,1461,21000,0,0,0,0,48,1461,21000,N,Y,오봉 1.jpg,,2004-04-01 00:48,2004-06-22 12:44
의왕,2004-06-25,2006-06-30,1,1461,21000,0,0,0,0,48,1461,21000,N,Y,오봉 1.jpg,,2004-06-22 12:44,2006-06-26 15:18
의왕,2006-07-01,2009-09-13,1,1521,21642,0,0,0,0,52,1521,21642,N,Y,오봉 1.jpg,,2006-06-26 15:18,2009-09-07 15:00
의왕,2009-09-14,2009-09-30,1,1521,21642,0,0,0,0,52,1521,21642,N,Y,오봉 1.jpg,,2009-09-07 15:00,2009-09-29 15:53
의왕,2009-10-01,,1,1606,22776,0,0,0,0,48,1606,22776,Y,Y,오봉 1.jpg,,2009-09-29 15:53,2009-10-15 14:44
옥마,,2006-06-30,21,107,1524,,,16,235,9,123,1759,N,Y,,,1964-11-30 00:00,2006-06-26 17:31
옥마,2006-07-01,2009-09-13,21,107,1524,,,16,235,9,123,1759,N,Y,,,2006-06-26 17:31,2009-09-07 16:13
옥마,2009-09-14,2009-10-30,21,107,1524,,,16,235,9,123,1759,N,Y,,,2009-09-07 16:13,2009-10-22 17:20
옥마,2009-10-31,,21,107,1524,,,16,235,9,123,1759,Y,Y,,,2009-10-22 17:20,2009-10-22 17:20
원두,,2006-06-30,0,50,700,,,,,1,50,700,N,N,,,1999-06-23 00:00,2006-06-29 21:57
원두,2006-07-01,2009-09-13,0,50,700,,,,,1,50,700,N,N,,,2006-06-29 21:57,2009-09-07 16:14
원두,2009-09-14,2016-01-04,0,50,700,,,,,1,50,700,Y,N,,,2009-09-07 16:14,2016-01-04 09:10
원두,2016-01-05,,0,50,700,,,,,1,50,700,Y,N,,,2016-01-04 09:10,2016-01-04 09:10
춘장대,,2006-06-30,0,0,0,,,,,1,0,0,N,N,,,1999-06-23 00:00,2006-06-28 18:13
춘장대,2006-07-01,2009-09-13,0,0,0,,,,,1,0,0,N,N,,,2006-06-27 17:49,2009-09-07 16:14
춘장대,2009-09-14,,0,0,0,,,,,1,0,0,N,N,,,2009-09-07 16:14,2009-09-07 16:14
동백정,,2006-06-30,0,289,4100,,,,,8,289,4100,N,N,,,1996-11-12 00:00,2006-06-29 21:44
동백정,2006-07-01,2009-09-13,0,289,4100,,,,,8,289,4100,N,N,,,2006-06-29 21:44,2009-09-07 16:14
동백정,2009-09-14,2016-01-04,0,289,4100,,,,,8,289,4100,N,N,,,2009-09-07 16:14,2016-01-04 09:10
동백정,2016-01-05,,0,289,4100,,,,,8,289,4100,N,N,,,2016-01-04 09:10,2016-01-04 09:10
산본,,2006-06-30,0,85,1209,,,,,4,85,1209,N,N,산본 2.jpg,,1992-05-01 00:00,2006-06-26 15:32
산본,2006-07-01,2009-09-13,0,85,1209,,,,,4,85,1209,N,N,산본 2.jpg,,2006-06-26 15:32,2009-09-07 15:01
산본,2009-09-14,,0,85,1209,,,,,4,85,1209,Y,N,산본 2.jpg,,2009-09-07 15:01,2009-09-07 15:01
수리산역,2003-07-17,2004-03-19,0,100,1400,,,,,2,100,1400,N,N,수리산 1.jpg,,2003-07-18 00:00,2004-03-18 17:21
수리산역,2004-03-20,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,수리산 1.jpg,,2004-03-18 17:21,2006-06-26 15:32
수리산역,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,수리산 1.jpg,,2006-06-26 15:32,2007-09-27 16:40
수리산역,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,수리산 1.jpg,,2007-09-27 16:40,2007-10-19 09:43
수리산역,2007-10-20,2009-09-13,0,100,1400,,,,,2,100,1400,N,N,수리산 1.jpg,,2007-10-19 09:43,2009-09-07 15:01
수리산역,2009-09-14,,0,100,1400,,,,,2,100,1400,N,N,수리산 1.jpg,,2009-09-07 15:01,2009-09-07 15:01
대야미,,2006-06-30,0,32,448,,,,,2,32,448,N,N,대야미 1.jpg,,1988-10-25 00:00,2006-06-26 15:32
대야미,2006-07-01,2007-09-30,0,32,448,,,,,2,32,448,N,N,대야미 1.jpg,,2006-06-26 15:32,2007-09-28 10:40
대야미,2007-10-01,2007-10-19,0,32,448,,,,,2,32,448,N,N,대야미 1.jpg,,2007-09-28 10:40,2007-10-19 10:24
대야미,2007-10-20,2009-09-13,0,32,448,,,,,2,32,448,N,N,대야미 1.jpg,,2007-10-19 10:24,2009-09-07 15:01
대야미,2009-09-14,,0,32,448,,,,,2,32,448,N,N,대야미 1.jpg,,2009-09-07 15:01,2009-09-07 15:01
반월,,2006-06-30,0,32,448,,,,,2,32,448,N,N,,,1988-10-25 00:00,2006-06-26 15:32
반월,2006-07-01,2007-09-30,0,32,448,,,,,2,32,448,N,N,,,2006-06-26 15:32,2007-09-28 10:41
반월,2007-10-01,2007-10-19,0,32,448,,,,,2,32,448,N,N,,,2007-09-28 10:41,2007-10-19 10:24
반월,2007-10-20,2009-09-13,0,32,448,,,,,2,32,448,N,N,,,2007-10-19 10:24,2009-09-07 15:01
반월,2009-09-14,,0,32,448,,,,,2,32,448,N,N,,,2009-09-07 15:01,2009-09-07 15:01
상록수,,2006-06-30,0,102,1444,,,,,4,102,1444,N,N,,,1988-10-25 00:00,2006-06-26 15:33
상록수,2006-07-01,2009-09-13,0,102,1444,,,,,4,102,1444,N,N,,,2006-06-26 15:33,2009-09-07 15:02
상록수,2009-09-14,2012-09-26,0,102,1444,,,,,4,102,1444,N,N,,,2009-09-07 15:02,2012-09-26 10:49
상록수,2012-09-27,,0,102,1444,,,,,4,102,1444,N,N,,,2012-09-26 10:49,2012-09-26 10:49
한대앞,,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,한대앞 1.jpg,,1988-10-25 00:00,2006-06-26 15:31
한대앞,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,한대앞 1.jpg,,2006-06-26 15:31,2007-09-28 10:41
한대앞,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,한대앞 1.jpg,,2007-09-28 10:41,2007-10-19 10:24
한대앞,2007-10-20,2009-09-13,0,100,1400,,,,,2,100,1400,N,N,한대앞 1.jpg,,2007-10-19 10:24,2009-09-07 15:02
한대앞,2009-09-14,,0,100,1400,,,,,2,100,1400,N,N,한대앞 1.jpg,,2009-09-07 15:02,2009-09-07 15:02
중앙,,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,중앙 1.jpg,,1988-10-25 00:00,2006-06-26 15:33
중앙,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,중앙 1.jpg,,2006-06-26 15:33,2007-09-27 16:41
중앙,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,중앙 1.jpg,,2007-09-27 16:41,2007-10-19 09:44
중앙,2007-10-20,2009-09-13,0,100,1400,,,,,2,100,1400,N,N,중앙 1.jpg,,2007-10-19 09:44,2009-09-07 15:02
중앙,2009-09-14,,0,100,1400,,,,,2,100,1400,N,N,중앙 1.jpg,,2009-09-07 15:02,2009-09-07 15:02
고잔,,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,고잔 1.bmp,,1994-11-08 00:00,2006-06-26 15:33
고잔,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,고잔 1.bmp,,2006-06-26 15:33,2007-09-28 10:41
고잔,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,고잔 1.bmp,,2007-09-28 10:41,2007-10-19 10:24
고잔,2007-10-20,2009-09-13,0,100,1400,,,,,2,100,1400,N,N,고잔 1.bmp,,2007-10-19 10:24,2009-09-07 15:03
고잔,2009-09-14,,0,100,1400,,,,,2,100,1400,N,N,고잔 1.bmp,,2009-09-07 15:03,2009-09-07 15:03
공단,,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,공단 1.jpg,,1994-11-03 00:00,2006-06-26 15:33
공단,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,공단 1.jpg,,2006-06-26 15:33,2007-09-28 10:42
공단,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,공단 1.jpg,,2007-09-28 10:42,2007-10-19 10:25
공단,2007-10-20,2009-09-13,0,100,1400,,,,,2,100,1400,N,N,공단 1.jpg,,2007-10-19 10:25,2009-09-07 15:03
공단,2009-09-14,2013-02-12,0,100,1400,,,,,2,100,1400,N,N,공단 1.jpg,,2009-09-07 15:03,2013-02-12 13:42
공단,2013-02-13,,0,100,1400,,,,,2,100,1400,N,N,공단 1.jpg,,2013-02-12 13:42,2013-02-12 13:42
안산,,2006-06-30,15,411,5871,0,0,0,0,20,411,5871,N,Y,안산 1.bmp,,1988-10-25 00:00,2006-06-26 15:34
안산,2006-07-01,2009-09-13,15,346,4946,0,0,0,0,18,346,4946,N,Y,안산 1.bmp,,2006-06-26 15:34,2009-09-07 15:03
안산,2009-09-14,2010-08-31,15,346,4946,0,0,0,0,18,346,4946,N,Y,안산 1.bmp,,2009-09-07 15:03,2010-08-31 19:50
안산,2010-09-01,,15,340,4804,0,0,0,0,18,340,4804,N,Y,안산 1.bmp,,2010-08-31 19:50,2010-08-31 19:50
신길온천,,2006-06-30,0,166,2329,,,,,4,166,2329,N,N,신길온천 2.jpg,,2000-06-22 00:00,2006-06-26 15:34
신길온천,2006-07-01,2007-09-30,0,166,2329,,,,,4,166,2329,N,N,신길온천 2.jpg,,2006-06-26 15:34,2007-09-27 16:41
신길온천,2007-10-01,2007-10-19,0,166,2329,,,,,4,166,2329,N,N,신길온천 2.jpg,,2007-09-27 16:41,2007-10-19 09:44
신길온천,2007-10-20,2009-09-13,0,166,2329,,,,,4,166,2329,N,N,신길온천 2.jpg,,2007-10-19 09:44,2009-09-07 15:03
신길온천,2009-09-14,,0,166,2329,,,,,4,166,2329,N,N,신길온천 2.jpg,,2009-09-07 15:03,2009-09-07 15:03
정왕,,2006-06-30,0,37,535,,,,,2,37,535,N,N,정왕 1.jpg,,2000-06-22 00:00,2006-06-26 15:34
정왕,2006-07-01,2007-09-30,0,37,535,,,,,2,37,535,N,N,정왕 1.jpg,,2006-06-26 15:34,2007-09-27 16:42
정왕,2007-10-01,2007-10-19,0,37,535,,,,,2,37,535,N,N,정왕 1.jpg,,2007-09-27 16:42,2007-10-19 09:44
정왕,2007-10-20,2009-09-13,0,37,535,,,,,2,37,535,N,N,정왕 1.jpg,,2007-10-19 09:44,2009-09-07 15:04
정왕,2009-09-14,,0,37,535,,,,,2,37,535,N,N,정왕 1.jpg,,2009-09-07 15:04,2009-09-07 15:04
오이도,,2006-06-30,0,160,2262,,,,,4,160,2262,N,N,오이도 1.jpg,,2000-06-22 00:00,2006-06-26 15:35
오이도,2006-07-01,2009-09-13,0,160,2262,,,,,4,160,2262,N,N,오이도 1.jpg,,2006-06-26 15:35,2009-09-07 15:04
오이도,2009-09-14,,0,160,2262,,,,,4,160,2262,N,N,오이도 1.jpg,,2009-09-07 15:04,2009-09-07 15:04
범계,,2006-06-30,77,30,420,,,,,2,30,420,N,N,,,1994-11-03 00:00,2006-06-26 15:35
범계,2006-07-01,2007-09-30,77,30,420,,,,,2,30,420,N,N,,,2006-06-26 15:35,2007-09-27 16:30
범계,2007-10-01,2007-10-19,77,30,420,,,,,2,30,420,N,N,,,2007-09-27 16:30,2007-10-19 09:42
범계,2007-10-20,2009-09-13,77,30,420,,,,,2,30,420,N,N,,,2007-10-19 09:42,2009-09-07 15:04
범계,2009-09-14,2011-05-29,77,30,420,,,,,2,30,420,N,N,,,2009-09-07 15:04,2011-05-29 11:42
범계,2011-05-30,,77,30,420,,,,,2,30,420,Y,N,,,2011-05-29 11:42,2011-05-29 11:42
평촌동,,2006-06-30,40,30,420,,,,,2,30,420,N,N,평촌동 1.jpg,,1994-11-03 00:00,2006-06-26 15:36
평촌동,2006-07-01,2007-09-30,40,30,420,,,,,2,30,420,N,N,평촌동 1.jpg,,2006-06-26 15:36,2007-09-27 16:34
평촌동,2007-10-01,2007-10-19,40,30,420,,,,,2,30,420,N,N,평촌동 1.jpg,,2007-09-27 16:34,2007-10-19 09:42
평촌동,2007-10-20,2009-09-13,40,30,420,,,,,2,30,420,N,N,평촌동 1.jpg,,2007-10-19 09:42,2009-09-07 15:04
평촌동,2009-09-14,,40,30,420,,,,,2,30,420,N,N,평촌동 1.jpg,,2009-09-07 15:04,2009-09-07 15:04
인덕원,,2006-06-30,79,30,420,,,,,2,30,420,N,N,인덕원 1.jpg,,1994-11-03 00:00,2006-06-26 15:36
인덕원,2006-07-01,2009-09-13,79,30,420,,,,,2,30,420,N,N,인덕원 1.jpg,,2006-06-26 15:36,2009-09-07 15:04
인덕원,2009-09-14,,79,30,420,,,,,2,30,420,N,N,인덕원 1.jpg,,2009-09-07 15:04,2009-09-07 15:04
과천청사,,2006-06-30,41,28,410,,,,,2,28,410,N,N,,,1994-11-03 00:00,2006-06-26 15:36
과천청사,2006-07-01,2007-09-30,41,28,410,,,,,2,28,410,N,N,,,2006-06-26 15:36,2007-09-27 16:36
과천청사,2007-10-01,2007-10-19,41,28,410,,,,,2,28,410,N,N,,,2007-09-27 16:36,2007-10-19 09:43
과천청사,2007-10-20,2009-09-13,41,28,410,,,,,2,28,410,N,N,,,2007-10-19 09:43,2009-09-07 15:05
과천청사,2009-09-14,,41,28,410,,,,,2,28,410,N,N,,,2009-09-07 15:05,2009-09-07 15:05
과천,,2006-06-30,101,28,400,,,,,2,28,400,N,N,,,1994-11-03 00:00,2006-06-26 15:37
과천,2006-07-01,2007-09-30,101,28,400,,,,,2,28,400,N,N,,,2006-06-26 15:37,2007-09-28 10:23
과천,2007-10-01,2007-10-19,101,28,400,,,,,2,28,400,N,N,,,2007-09-28 10:23,2007-10-19 10:17
과천,2007-10-20,2009-09-13,101,28,400,,,,,2,28,400,N,N,,,2007-10-19 10:17,2009-09-07 15:05
과천,2009-09-14,,101,28,400,,,,,2,28,400,N,N,,,2009-09-07 15:05,2009-09-07 15:05
대공원,,2006-06-30,42,30,420,,,,,2,30,420,N,N,,,1994-11-03 00:00,2006-06-26 15:37
대공원,2006-07-01,2009-09-13,42,30,420,,,,,2,30,420,N,N,,,2006-06-26 15:37,2009-09-07 15:05
대공원,2009-09-14,,42,30,420,,,,,2,30,420,N,N,,,2009-09-07 15:05,2009-09-07 15:05
경마공원,,2006-06-30,111,30,420,,,,,2,30,420,N,N,경마공원 1.jpg,,1994-11-03 00:00,2006-06-26 15:37
경마공원,2006-07-01,2007-09-30,111,30,420,,,,,2,30,420,N,N,경마공원 1.jpg,,2006-06-26 15:37,2007-09-27 16:36
경마공원,2007-10-01,2007-10-19,111,30,420,,,,,2,30,420,N,N,경마공원 1.jpg,,2007-09-27 16:36,2007-10-19 09:43
경마공원,2007-10-20,2009-09-13,111,30,420,,,,,2,30,420,N,N,경마공원 1.jpg,,2007-10-19 09:43,2009-09-07 15:05
경마공원,2009-09-14,,111,30,420,,,,,2,30,420,N,N,경마공원 1.jpg,,2009-09-07 15:05,2009-09-07 15:05
선바위,,2006-06-30,43,28,400,,,,,2,28,400,N,N,,,1994-11-03 00:00,2006-06-26 15:38
선바위,2006-07-01,2007-09-30,43,28,400,,,,,2,28,400,N,N,,,2006-06-26 15:38,2007-09-27 16:37
선바위,2007-10-01,2007-10-19,43,28,400,,,,,2,28,400,N,N,,,2007-09-27 16:37,2007-10-19 09:43
선바위,2007-10-20,2009-09-13,43,28,400,,,,,2,28,400,N,N,,,2007-10-19 09:43,2009-09-07 15:05
선바위,2009-09-14,2011-05-29,43,28,400,,,,,2,28,400,N,N,,,2009-09-07 15:05,2011-05-29 11:43
선바위,2011-05-30,,43,28,400,,,,,2,28,400,N,N,,,2011-05-29 11:43,2011-05-29 11:43
선릉,2003-09-13,2004-08-12,0,100,1400,,,,,2,100,1400,N,N,선릉 1.jpg,,2003-08-29 00:00,2004-08-12 13:11
선릉,2004-08-13,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,선릉 1.jpg,,2004-08-12 13:11,2006-06-26 16:16
선릉,2006-07-01,2012-09-20,0,100,1400,,,,,2,100,1400,N,N,선릉 1.jpg,,2006-06-26 16:16,2012-09-20 18:00
선릉,2012-09-21,2020-09-20,0,100,1400,,,,,2,100,1400,N,N,선릉 1.jpg,,2012-09-20 18:00,2020-09-11 15:38
선릉,2020-09-21,2023-12-25,0,100,1400,,,,,2,100,1400,N,N,선릉 1.jpg,,2020-09-11 15:41,2023-12-21 17:00
선릉,2023-12-26,,0,100,1400,,,,,2,100,1400,N,N,선릉 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
한티,2003-09-13,2004-08-12,0,100,1400,,,,,2,100,1400,N,N,,,2003-08-29 00:00,2004-08-12 13:12
한티,2004-08-13,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,,,2004-08-12 13:12,2006-06-26 16:17
한티,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,,,2006-06-26 16:17,2007-09-28 10:14
한티,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,,,2007-09-28 10:14,2007-10-19 10:16
한티,2007-10-20,2012-09-20,0,100,1400,,,,,2,100,1400,N,N,,,2007-10-19 10:16,2012-09-20 19:11
한티,2012-09-21,2020-09-20,0,100,1400,,,,,2,100,1400,N,N,,,2012-09-20 19:11,2020-09-11 15:38
한티,2020-09-21,2023-12-25,0,100,1400,,,,,2,100,1400,N,N,,,2020-09-11 15:41,2023-12-21 17:00
한티,2023-12-26,,0,100,1400,,,,,2,100,1400,N,N,,,2023-12-21 17:30,2023-12-21 17:30
도곡,2003-09-13,2004-08-12,0,100,1400,,,,,2,100,1400,N,N,,,2003-08-29 00:00,2004-08-12 13:13
도곡,2004-08-13,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,,,2004-08-12 13:13,2006-06-26 16:18
도곡,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,,,2006-06-26 16:18,2007-09-28 10:14
도곡,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,,,2007-09-28 10:14,2007-10-19 10:16
도곡,2007-10-20,2012-09-20,0,100,1400,,,,,2,100,1400,N,N,,,2007-10-19 10:16,2012-09-20 19:11
도곡,2012-09-21,2020-09-20,0,100,1400,,,,,2,100,1400,N,N,,,2012-09-20 19:11,2020-09-11 15:38
도곡,2020-09-21,2023-12-25,0,100,1400,,,,,2,100,1400,N,N,,,2020-09-11 15:41,2023-12-21 17:00
도곡,2023-12-26,,0,100,1400,,,,,2,100,1400,N,N,,,2023-12-21 17:30,2023-12-21 17:30
구룡역,2004-05-26,2004-09-23,0,,,,,,,0,,,N,N,,,2004-05-25 10:33,2004-09-22 13:31
구룡역,2004-09-24,2004-12-23,0,,,,,,,0,,,N,N,,,2004-09-22 13:31,2004-12-23 09:22
구룡역,2004-12-24,2006-06-30,0,,,,,,,0,,,N,N,,,2004-12-23 09:22,2006-06-26 16:18
구룡역,2006-07-01,2007-09-30,0,,,,,,,0,,,N,N,,,2006-06-26 16:18,2007-09-28 10:15
구룡역,2007-10-01,2007-10-19,0,,,,,,,0,,,N,N,,,2007-09-28 10:15,2007-10-19 10:16
구룡역,2007-10-20,2012-09-20,0,,,,,,,0,,,N,N,,,2007-10-19 10:16,2012-09-20 19:13
구룡역,2012-09-21,2020-09-20,0,,,,,,,0,,,N,N,,,2012-09-20 19:13,2020-09-11 15:38
구룡역,2020-09-21,2023-12-25,0,,,,,,,0,,,N,N,,,2020-09-11 15:41,2023-12-21 17:00
구룡역,2023-12-26,,0,,,,,,,0,,,N,N,,,2023-12-21 17:30,2023-12-21 17:30
개포동,2003-09-13,2004-08-12,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2003-08-29 00:00,2004-08-12 13:13
개포동,2004-08-13,2004-09-23,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2004-08-12 13:13,2004-09-22 13:30
개포동,2004-09-24,2004-12-23,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2004-09-22 13:30,2004-12-23 09:22
개포동,2004-12-24,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2004-12-23 09:22,2006-06-26 16:18
개포동,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2006-06-26 16:18,2007-09-28 10:16
개포동,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2007-09-28 10:16,2007-10-19 10:16
개포동,2007-10-20,2012-09-20,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2007-10-19 10:16,2012-09-20 19:14
개포동,2012-09-21,2020-09-20,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2012-09-20 19:14,2020-09-11 15:38
개포동,2020-09-21,2023-12-25,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2020-09-11 15:41,2023-12-21 17:00
개포동,2023-12-26,,0,100,1400,,,,,2,100,1400,N,N,개포동 2.jpg,,2023-12-21 17:30,2023-12-21 17:30
대모산입구,2003-09-13,2004-08-12,0,28,410,,,,,2,28,410,N,N,대구산입구 2.jpg,,2003-08-29 00:00,2004-08-12 13:14
대모산입구,2004-08-13,2006-06-30,0,28,410,,,,,2,28,410,N,N,대구산입구 2.jpg,,2004-08-12 13:14,2006-06-26 16:19
