G2B분류번호,G2B품명,G2B영문품명,품명해설,생성일시,G2B코드사용여부
44121706,목재연필,Wooden pencils,"흑연과 점토의 혼합물을 구워 만든 가느다란 심을 속에 넣고, 겉은 나무로 둘러싸서 만든 필기도구.",2012-12-19 01:35,Y
44121707,색연필,Colored pencils,"연필심에 특정 색상을 넣어 사용하는 연필로, 축목에 감싸거나 종이에 감싸서 사용함.",2012-12-19 01:35,Y
44121708,매직펜류,Markers,유성잉크를 넣은 용기에 펠트 등을 심으로 넣어 스며 나오게 한 필기도구.,2012-12-19 01:35,Y
44121709,크레용,Crayons,"왁스에 원하는 안료를 섞어 심을 만들며, 심 그대로 사용하거나 종이로 감싸서 사용하는 필기도구.",2012-12-19 01:35,Y
44121710,분필및액세서리,Writing chalk or accessories,칠판에 쓰는 석회 등으로 만든 필기구와 보조용품.,2012-12-19 01:35,Y
44121711,사인펜,Felt pen,용기에 속건성이나 휘발성 액체를 넣은 후 펠트를 통해 사용하는 필기도구.,2012-12-19 01:35,Y
44121716,형광펜,Highlighters,"잉크를 주입시킨 흡수체를 넣고 여기에 플라스틱제 펜촉을 부착시킨 필기도구로 투명한 성질이 있는 형광 물질이 들어 있으며, 특정부분을 강조할 때에 많이 쓰임.",2012-12-19 01:35,Y
44121799,기표용품,Balloting Supplies,"선거 때 자기 의사를 투표용지에 표시할 때 사용하는 기표용구, 기표대 등 각종 용품.",2012-12-19 01:35,Y
441218,수정용품,Correction media,이미 작성된 문서 및 그와 유사한 종류를 수정하는데 사용하는 제품.,2012-12-19 01:35,Y
44121801,수정용필름및테이프,Correction film or tape,잘못 쓴 부분을 고치는데 쓰이는 필름과 테이프로 잘못 필기한 부분에 덮어씌움.,2012-12-19 01:35,Y
44121802,수정액,Correction fluid,"수정할 글자를 지울 때 사용하는 액체로, 칠한 액체가 마르면 글씨를 수정할 수 있고, 브러쉬나 스폰지형태로 수정할 부분 위에 칠하는 방식으로 수정펜과는다름.",2012-12-19 01:35,Y
44121804,지우개,Erasers,잘못 쓴 부분을 지우는 도구로 주로 고무로 만듦.,2012-12-19 01:35,Y
44121805,수정펜,Correction pens,"문서의 글자 등을 수정할 때 사용하는 액체식의 펜형 제품으로, 수정액과 수정테이프는 따로 분류함.",2012-12-19 01:35,Y
44121808,전동지우개,Electrical erasers,"제도시에 제도연필, 제도펜 등으로 작성된 도면을 수정할 때 사용하는 도구. 연필용, 제도잉크용, 볼펜잉크용, 제2원도용 등의 원통형 합성고무 지우개심을삽입하여 수정하고자 하는 작은 문자나 선에 제도용 지우개판(자소판-Erasing shield)을 대고 회전시켜 지면의 손상없이 수정하는데 사용됨.",2012-12-19 01:35,Y
441219,리필잉크및리필심,Ink and lead refills,문서를 작성하는데 쓰이는 잉크 및 필기용 흑연보충용품.,2012-12-19 01:35,Y
44121902,인테르리필,Lead refills,납으로 만든 활자조판에서 행 사이의 띄어쓰기를 위해 사용하는 기구의 리필제품.,2012-12-19 01:35,Y
44121904,리필잉크,Ink refills,도장 등을 찍을 때 쓰는 잉크로 스탬프패드에 흡수시켜 사용할 수 있음.,2012-12-19 01:35,Y
44121905,잉크또는스탬프패드,Ink or stamp pads,도장 등을 찍을 때 사용하는 것으로 색상이 들어있는 잉크를 묻힌 패드.,2012-12-19 01:35,Y
441220,폴더바인더및인덱스,Folders and binders and indexes,"문서의 작성과 보관을 쉽게 할 수 있도록 하는 폴더, 바인더 및 색인용품.",2012-12-19 01:35,Y
44122001,카드식색인,Index card files,서류나 책 등을 찾기 쉽게 하기 위해 사용하는 카드로 색인이 용인하도록 코드를 사용.,2012-12-19 01:35,Y
44122003,유공바인더,Binders,구멍이 뚫린 서류를 모아 철하는 용품.,2012-12-19 01:35,Y
44122005,잡지또는책표지,Magazine or book covers,잡지 또는 책의 훼손 방지 등을 위하여 감싸는 겉표지.,2012-12-19 01:35,Y
44122011,파일폴더,Folders,"서류를 철하는 용도로 사용하며, 양면의 표지를 모두 갖추고 있는 것으로, 단일파일형, 속지내장형, 패스너형, 클립형 등이 있음.",2012-12-19 01:35,Y
44122012,클립보드,Clipboards,"서류를 철하는 판으로, 제품 상단부에 집게가 부착되어 있음.",2012-12-19 01:35,Y
44122013,보고서표지,Report covers,보고서에 쓰이는 겉지.,2012-12-19 01:35,Y
44122016,문서홀더,Document holder,컴퓨터 모니터나 책상 등에 설치하여 문서작업이 용이하도록 서류를 고정시키는 판.,2012-12-19 01:35,Y
44122017,거는파일,Hanging folders or accessories,"문서를 철하여 보관하기 위한 파일 중 파일홀더에 걸 수 있도록 고리가 있는 것으로, 파일고리 등의 부품을 포함함.",2012-12-19 01:35,Y
44122021,우표앨범,Postage stamp albums,"우표를 정리, 보존하기 위하여 만든 앨범.",2012-12-19 01:35,Y
441221,고정용품,Fastening supplies,문서나 파일을 죄거나 고정시키기 위하여 사용하는 제품.,2012-12-19 01:35,Y
44122101,고무밴드,Rubber bands,각종 사무용품을 묶는데 사용하는 고무로 만든 끈.,2012-12-19 01:35,Y
44122103,종이집게,Clasp fasteners,집게 형태로 되어있는 패스너로 여러서류를 집을 때 사용.,2012-12-19 01:35,Y
44122104,종이클립,Paper clips,종이를 여러장 끼워서 사용하기 위한 사무용품으로 가는 철사를 나선형으로 꼬아 만듦.,2012-12-19 01:35,Y
44122105,봉인용띠및사각죔쇠,Binder or bulldog clips,서류를 봉인하는 띠와 사각조임쇠.,2012-12-19 01:35,Y
44122106,핀및압정,Pins or tacks,"머리부가 크고 촉이 짧아서 흔히 손가락으로 눌러 박는 쇠못으로, 서류 고정 등 사무용으로 쓰임.",2012-12-19 01:35,Y
44122107,스테이플,Staples,사무용 스테이플러에 사용하는 U자형 철침.,2012-12-19 01:35,Y
44122109,벨크로,Velcro fasteners,"각각 다른 면에 갈고리와 고리를 촘촘히 배열하여 서로 부착토록 만든 제품으로서, 단추나 지퍼 등의 용도로 사용함.",2012-12-19 01:35,Y
44122121,월클립또는보드클립,Wall or board clips,"벽면, 게시판 등에 부착하여 물건을 걸 수 있도록 만들어진 클립.",2012-12-19 01:35,Y
44122199,철끈,File lace,문서와 같은 것을 철하기 위해 사용하는 끈.,2012-12-19 01:35,Y
4510,인쇄및출판장비,Printing and publishing equipment,"문서 · 회화 · 사진 등의 저작물을 기계적·화학적 방법으로 종이, 천, 기타 물체의 표면에 복제하는 기계 및 장비.",2012-12-19 01:35,Y
451015,인쇄기계및장비,Printing machinery and equipment,"판면에 잉크를 묻혀 문서 · 회화 · 사진 등의 저작물을 종이, 천, 기타 물체의 표면에 복제하는 기계 및 장비.",2012-12-19 01:35,Y
45101502,오프셋인쇄기,Offset printing presses,"잉크를 칠한 인쇄판의 영상을 고무 실린더에 찍어 종이 등의 재료에 옮겨찍는 윤전식 인쇄기계. 인쇄물이 정교하고 세부까지 잘 찍히며, 인쇄 속도가 빠르기때문에 신문 등 많은 부수의 인쇄에 사용됨.",2012-12-19 01:35,Y
45101504,평판인쇄기,Platemakers,직접인쇄기의 하나로써 석판의 전사 제판용이나 금속평판의 전사 등에 사용되며 판화용으로도 사용되는 인쇄기와 부품들을 포함함.,2012-12-19 01:35,Y
45101505,그라비어인쇄기,Photogravure printing machines,"요판인쇄의 일종으로, 원도의 데이터를 컴퓨터를 이용하여 색분해한 후 인쇄에 맞도록 조절하여 인쇄하는데 사용되는 기계. 급지부, 판실린더(판통), 잉크장치, 인압장치, 건조장치, 배지부 등으로 구성되어 있으며 낱장식(매엽식) 인쇄기와 두루마리식 인쇄기가 있음.",2012-12-19 01:35,Y
45101506,스크린인쇄기,Silk screen printing machines,"형틀에 나일론, 폴리에스테르 등의 스크린을 붙여 수공 또는 사진적 방법으로 화상 외 부분의 스크린 구멍을 막은 뒤 판으로 스크린을 통해 잉크를 압착하여인쇄함. 스크린인쇄에 사용되는 유제도포기도 포함함.",2012-12-19 01:35,Y
45101507,인쇄기,Printing presses,"판면에 잉크를 묻혀 종이에 대고 눌러 인쇄물을 만드는 기계로 수동식윤전등사기, 디지털인쇄기, 명함인쇄기 등이 있음.",2012-12-19 01:35,Y
45101512,업무용인쇄지열전도프린터,Thermal transfer printer for commercial printing applications,전사된 인쇄물을 피인쇄체에 전이가 가능하도록(열전사방법)제작된 기계로 온도조절 및 시간조절이 가능함.,2012-12-19 01:35,Y
45101513,핫스템프프린터,Hot stamp printer,표지에 금박.색박 등을 눌러 찍는 기계로 수동식과 자동식이 있음. 쇠판을 짜넣은 죔테를 가열하면서 압판 위의 표지에 놓은 박을 압인함. 두루마리박을 사용하는 기계는 자동적으로 박을 감는 장치를 설치하고 있음.,2012-12-19 01:35,Y
45101599,점자인쇄기,Braille presses,"볼록형의 점자를 인쇄에 의해 만드는 기계. 종이 등을 엠보스해서 만드는 방식과 발포형 수지 잉크를 인쇄해서 발포시키는 방식이 있으며, 2행 3열로 배열되어 있는 볼록나온 형태의 점을 인쇄하는 기계임.",2012-12-19 01:35,Y
451016,인쇄기계부품,Printing machinery accessories,판면에 잉크를 묻혀 종이에 대고 눌러 인쇄물을 만드는 인쇄기계를 이루는 구성품.,2012-12-19 01:35,Y
45101603,오프셋인쇄용소모품,Offset printing consumables,"인쇄작업에 사용되는 인쇄기소모성부품, 인쇄용소모품으로 카트리지, 테이프, 프린트헤드, 카드 등을 말함. 토너, 리본, 기록기용잉크, 복사현상제는 별도로구분함.",2012-12-19 01:35,Y
45101609,실크스크린인쇄용랙,Silk screen printing racks,"스크린 인쇄물을 건조시키는 금속망의 선반으로, 열공기를 보내어 건조시키며 네 발 바퀴가 달린 것은 이동할 수 있음.",2012-12-19 01:35,Y
45101611,실크스크린용스퀴지,Silk screen squeegees,"스크린 인쇄의 인쇄판에서 잉크를 피인쇄물에 전이시키는 스퀴지의 고무 끝부분을 평활하게 연마하는 기계. 보통 벨트상태의 샌드페이퍼를 회전시켜 스퀴지 고무에접촉하고, 스퀴지와 평행하게 이동함에 따라 연마됨.",2012-12-19 01:35,Y
45101612,닥터블레이드,Doctor blades,그라비어 인쇄판의 화상을 형성하는 잉크홈에 필요한 잉크만 남기고 여분을 긁어내기 위한 장치로써 훑개날의 판면에 접하는 압력및 각도가 조정되며 또 부분적마모를 피하기 위한 요동기구를 갖추고 있음.,2012-12-19 01:35,Y
451017,인쇄용품,Printing accessories,인쇄기계나 장비 이외의 인쇄대상품이나 액세서리류.,2012-12-19 01:35,Y
45101702,인쇄용절단기,Printing guillotines,인쇄용기계에 사용되는 절단기.,2012-12-19 01:35,Y
45101703,인쇄용콜레이터또는디콜레이터,Printing collators or decollators,인쇄기계에서 나오는 인쇄물을 자동적으로 가지런히 맞추어 일정한 수량으로 계수하여 쌓는 공장자동화 장치.,2012-12-19 01:35,Y
45101704,인쇄용커터,Printing cutters,"인쇄용 종이를 여러장 겹쳐 놓고 필요한 치수로 자르는 기계로 구동방식에 따라 수동식, 전동식, 유압식으로 구분하며 이분류에는 재단기에 쓰이는 재단칼도 포함함.",2012-12-19 01:35,Y
45101707,인쇄판,Printing plates,인쇄기에 사용되는 인쇄판을 말하며 탄간칼슘이 주성분으로 되어있는 수성석으로 석판인쇄에 쓰이는 돌.,2012-12-19 01:35,Y
45101799,잉크주걱,Ink knives,인쇄 잉크를 개는 주걱모양의 도구.,2012-12-19 01:35,Y
451018,"제본,재봉장비및보조용품",Book binding and sewing equipment and accessories,인쇄된 낱장 종이를 순서대로 추려서 책으로 만들어내는 기기와 의류 등을 재단하여 꿰매는 기능을 하는 장비 및 액세서리.,2012-12-19 01:35,Y
45101802,제본용재단기,Book cutting machines,"책을 제단할 때 책을 자르는데 사용되는 기계인 삼면재단기, 종이재단기, 모양을 다듬기 위해 사용하는 궤절기, 또는 재단기에 사용되는 재단칼 등을 포함.",2012-12-19 01:35,Y
45101804,제본기,Book stitching machines,"여러 낱장을 표지로 감싸 함께 묶어 책으로 만드는 만드는 기계로 중철제본기, 사철제본기, 무선철제본기 등을 말함.",2012-12-19 01:35,Y
45101806,정합기,Book gathering machines,"각 페이지 단위로 출력 된 인쇄 묶음을 제본을 위하여 페이지 순서대로 가려서 추리는 기계. 인쇄 묶음을 차례로 넣는 급지대와 묶음을 분리하는 분리기, 페이지 순서로 모아진 접지를 집어내는 장치, 집어낸 접지를 차례로 운반하는 컨베이어 등으로 구성됨.",2012-12-19 01:35,Y
45101807,접지기,Book folding machines,"사무용서류, 서신, 카탈로그 등의 인쇄물을 우송 혹은 제본을 위하여 미리 정해진 형태, 크기 및 수효에 맞게 접는 기계. 접지판, 카운터, 제어반, 모터, 롤러 등으로 구성되며 일반사무실용 소형정합기와 인쇄소용 대형정합기가 있음.",2012-12-19 01:35,Y
45101899,표지기,Casing in machines,"제책 할 때 속장과 표지를 붙여 싸는 기계로 표지의 등이나 홈에 칠한 아교를 속장에 뜨거운 인두로 밀착하여 융착시킨 다음 면지에 풀을 칠하고 표지를 합쳐서 가압하여 붙임. 표지공급장치, 속장공급장치, 성형장치, 예열 및 아교장치, 포장장치, 제어반 등으로 구성되어 있음.",2012-12-19 01:35,Y
451019,인쇄소용장비및부속물,Printing laboratory equipment and accessories,인쇄를 할 수 있도록 인쇄장비와 각종 인쇄용품이 설치된 장소 및 공간.,2012-12-19 01:35,Y
45101902,제판기,Platemakers,"포장용 판지 등 골판지에 인쇄하는 기계의 총칭. 초기의 골판지 인쇄는 유성잉크를 사용한 볼록판 인쇄로 행해졌으나 요즘은 건조가 빠른 플렉소 인쇄가 채택되고 있음. 플렉소 인쇄, 다이커터, 클리저 슬로터, 폴더 글루어를 직선적으로 배치한 인쇄와 제함을 인라인으로 한 컴비네이션 머신이 많음.",2012-12-19 01:35,Y
