G2B분류번호,G2B품명,G2B영문품명,품명해설,생성일시,G2B코드사용여부
441016,종이처리기및액세서리,Paper processing machines and accessories,"종이를 형식에 맞추어 절단, 바인딩, 펀칭할 수 있는 기기와 주변부속용품.",2012-12-19 01:35,Y
44101601,종이절단기및보조용품,Paper cutting machines or accessories,문서를 자르는 기구와 보조용품으로 문서를 일정간격으로 자를 수 있게 칼날을 조정할 수 있고 눈금자가 있으며 받침과 가이드 등의 부가장치를 갖춤.,2012-12-19 01:35,Y
44101602,종이펀칭기또는바인딩기,Paper punching or binding machines,"인쇄물이나 서류 등 다량의 문서를 철하기 위해 수십장의 종이를 한꺼번에 구멍을 뚫거나 묶어주는 기기로, 일정한 천공이 가능하도록 가이드나 눈금자 등이 갖춰져 있고 수동식과 전동식이 있음. 단, 책상용 소형 펀치류는 따로 분류함.",2012-12-19 01:35,Y
44101603,문서세단기및보조용품,Paper shredding machines or accessories,"보안상의 이유로 폐기해야 할 필요가 있는 서류들을 잘게 잘라주는 보안장비로, 종이를 일자로 자르는 형태와 십자모양 혹은 회오리 모양으로 자르는 형태가 있으며, 세단된 종이를 담는 상자 등의 보조용품을 갖춤.",2012-12-19 01:35,Y
441017,"프린터,복사기및팩시밀리용액세서리",Printer and photocopier and facsimile accessories,프린터나 복사기 혹은 팩스 등에 사용되는 부속부품.,2012-12-19 01:35,Y
44101703,듀플렉서장치,Duplexer units,양면으로 인쇄할 수 있게 고안된 장치.,2012-12-19 01:35,Y
44101705,사무기기트레이또는지급장치,Office machine trays or feeders,사무용기기를 보관해 놓는 함과 복사기 등에서 복사할 양이 많을 경우 자동으로 용지를 공급하는 장치.,2012-12-19 01:35,Y
44101716,천공기,Hole punching units,"컴퓨터의 카드, 테이프, 수표 등에 부호화된 정보대로 구멍을 뚫는 기계로, 페이드나 무효등의 내용을 천공하므로써 수표사고 미연 방지 및 문서 보호를 위한업무 처리에 사용함.",2012-12-19 01:35,Y
44101798,사무기기공기정화필터,Office machine air filters,사무기기 작동 시 나오는 미세먼지 등의 오염물질을 걸러내어 쾌적하고 맑은 공기로 정화시키는 장치.,2012-12-19 01:35,Y
441018,계산기계및액세서리,Calculating machines and accessories,사칙연산을 포함하여 각종의 수 계산을 신속히 실용적으로 할 수 있는 기구나 기계의 총칭과 주변부속용품.,2012-12-19 01:35,Y
44101802,가산기,Adding machines,데이터를 입력하면 그 데이터를 모두 합산하여 출력해 주는 기계.,2012-12-19 01:35,Y
44101803,회계기,Accounting machines,회계장부작성 등 회계관련 계산이 가능한 계산기계.,2012-12-19 01:35,Y
44101804,금전등록기,Cash registers,백화점 등 상점에 설치하여 금액계산시 자동으로 출납을 계산하고 영수증까지 출력하는 기계.,2012-12-19 01:35,Y
44101808,공학용계산기,Scientific calculator,"사인, 코사인, 미적분 등과 같은 복잡한 수식의 계산을 할 수 있는 계산기.",2012-12-19 01:35,Y
44101809,탁상용계산기,Desktop calculator,"책상 위에 놓고 사용하는 넓고 납작한 계산기로, 간단한 수식을 계산하는 데 사용함.",2012-12-19 01:35,Y
44101810,프린터계산기,Printer calculator,계산뿐만 아니라 계산한 결과를 인쇄할 수 있는 기능도 갖는 계산기.,2012-12-19 01:35,Y
44101899,통계기,Statistic machine,입력된 자료에 따라 자동으로 통계를 내는 기계.,2012-12-19 01:35,Y
441019,수표배서및발행기계,Check endorsing and writing machines,점검한 항목에 대하여 승인 및 상태를 기록할 수 있는 기계.,2012-12-19 01:35,Y
44101901,수표자동배서기,Check endorsing machines,"다량의 수표에 자동으로 배서하며, 수표의 계좌번호와 매수를 확인할 수도 있게 만든 기계를 말함.",2012-12-19 01:35,Y
44101902,수표발행기,Check writing machines,수표를 발행하는 기기로 기타 유가증권이나 각종증서발행도 가능.,2012-12-19 01:35,Y
44101993,통장정리기,Bankbook arrangement machine,통장을 넣으면 자동으로 통장에 입출금 내역을 정리하여 프린트하는 기기.,2012-12-19 01:35,Y
441020,래미네이팅용품,Laminating supplies,"홍보물이나 사진, 신분증 등 견고한 보존이 요구되어질 때 사용되는 Pouch 필름이나 Roll필름 등 소모성 자재.",2012-12-19 01:35,Y
44102001,래미네이션필름,Lamination film,"서류 등을 보존하기 위해서 코팅할 때 사용하는 얇은 필름으로, 필름자체에 접착력이 있는 것(Pouch)도 포함함.",2012-12-19 01:35,Y
441021,우편기계,Mail machines,"우편에 관련되어 개봉, 봉합, 스탬핑 등을 할 수 있는 기계 및 기구.",2012-12-19 01:35,Y
44102101,우편요금기계,Franking or postage machines,우편물의 중량 등을 계량해서 요금을 자동으로 책정해 주는 기계.,2012-12-19 01:35,Y
44102103,우편물봉합기,Mail sealing machines,"우편물을 자동으로 절취, 접지, 삽입, 밀봉 등을 해주는 기계.",2012-12-19 01:35,Y
44102104,자동소인기계,Stamp canceling machines,"우표에 도장을 찍어 다시 사용할 수 없게 하고, 해당 우편물에 날짜, 해당 우체국, 집배 담당자의 성명과 연락처, 배달횟수 등을 표시하는 기계.",2012-12-19 01:35,Y
44102105,수인인명인쇄기,Addressing machines,우편물 수인이나 공공문서 스탬프 등을 자동으로 인쇄하는 일종의 인쇄기로 공공기관문서 스탬핑기 중에 인장을 인쇄하는 기능도 있음.,2012-12-19 01:35,Y
44102107,우표부착기,Stamp affixers,다양한 크기의 우편물에 수동 또는 자동으로 우표를 부착하는 기기를 말함.,2012-12-19 01:35,Y
44102196,우편행낭검사기,Mail bag inspector,"우편물이 들어있는 행낭을 검사하는 기계로, 우편물이 아닌 위험물이나 기타 부적합품 여부를 검사함. 공항 등에서 사용하는 X-ray 화물검색기는 별도 분류함.",2012-12-19 01:35,Y
44102198,우편물무인자동처리기,Automatic mail handlers,"크기, 무게 등에 따라 우편물을 분류하여 요금을 계산하고 수인을 찍는 등 우편물처리를 자동으로 하는 기기로서, 공공장소나 무인우체국 등에서 사용됨.",2012-12-19 01:35,Y
441023,물품포장기계,Packing machines,"상품 포장과 관련되어 봉인, 결속, 포장 등을 할 수 있는 기계.",2012-12-19 01:35,Y
44102304,봉인기계,Sealing machines,우편물이나 서류 등을 접착제 등으로 자동 밀봉하는 기계.,2012-12-19 01:35,Y
44102305,스트래핑텐셔너또는실러,Strapping tensioners or sealers,"상자 등을 가죽이나 천, 금속, 플라스틱 등의 밴드(스트래핑)를 이용하여 단단히 결속시키기 위하여 사용하는 기기. 종류로는 스트래핑텐셔너, 스트래핑실러등이 있음.",2012-12-19 01:35,Y
44102306,결속기계,Tying machines,물품 등을 결속하기 위하여 끈으로 묶어주는 기계.,2012-12-19 01:35,Y
441024,라벨링기계,Labeling machines,"라벨에 의한 상품인지 목적으로 라벨 출력, 라벨 부착, 라벨 제거 등을 할 수 있는 기계.",2012-12-19 01:35,Y
44102402,날짜또는넘버링기,Dating or numbering machines,자동회전식으로 된 번호를 찍는데 사용되는 기계나 서류 등에 그 날 그 날의 날짜를 찍어넣는 도장.,2012-12-19 01:35,Y
44102403,카드인쇄기,Identification id press machines,"카드에 각종 정보 및 이미지 등을 인쇄, 제작하는 기계.",2012-12-19 01:35,Y
44102405,표지출력기계,Label making machines,"테이프형태로 공급되는 라벨 위에 문자나 무늬 등의 다양한 형태를 자동적으로 프린트하는 기기로, 독자적으로 문자를 입력, 내장, 기억하여 라벨에 직접 표기하는 것과 컴퓨터에 연결하여 사용되는 종류가 있음. 파이프나 와이어 등의 마킹용으로 사용되는 튜브프린터마킹기는 별도 분류함.",2012-12-19 01:35,Y
44102408,자동표지부착기계,Automatic labeling systems,공장이나 제품포장시 부착할 라벨을 출력하여 제품에 부착까지 자동으로 하는 기계.,2012-12-19 01:35,Y
441025,분류기계,Sorting machines,종이화폐나 동전 등을 서로 분류하기 위해 고안된 기계장치.,2012-12-19 01:35,Y
44102501,지폐계수기,Money counting machines,"은행과 같은 금융기관에서 지폐, 수표, 채권과 같은 유가증권의 수를 헤아리는 데 사용되는 기구로 가산기의 일종으로, 카운터 기구, 리세트 기구, 개폐부기구로 구성되어 있으며 고객전용 표시기가 있는 것도 있음.",2012-12-19 01:35,Y
44102502,주화계수기,Coin counter,주화를 계수하는데 사용되는 기기.,2012-12-19 01:35,Y
44102503,주화포장기,Coin wrapper machines,동전을 일정규격이나 크기에 따라 분류하여 일정수량만큼 포장해주는 기기.,2012-12-19 01:35,Y
441026,타자기및액세서리,Typing machines and accessories,펜 대신 사용하는 필기수단으로서 종이 위에 문자를 찍는 기계 및 보조품.,2012-12-19 01:35,Y
44102602,타자기,Typewriters,활자가 있는 키를 찍어서 문서를 작성하는 기계.,2012-12-19 01:35,Y
44102604,속기기계,Stenotype machines,회의 등의 내용을 단시간내에 문자화 할 수 있게 기호화한 활자를 찍어 작성하는 기계.,2012-12-19 01:35,Y
44102606,타자기리본,Typewriter ribbon,수동타자기에서 글쇠의 충격을 받아 종이에 글자가 나타나도록 하는 띠를 말함. 카트리지를 포함하며 각 기종에 맞는 카트리지와 띠를 사용해야 함.,2012-12-19 01:35,Y
44102607,워드프로세서,Word processors,"서면이나 구두로 기록된 정보를 타자나 인쇄형태로 바꾸어주는데 사용되는 기구로, 문서내용은 수정, 첨가, 삭제된 내용과 함께 저장되며 최종 원고가 완성되면프린터를 작동시켜 필요한 양 만큼의 문서 사본을 출력함.",2012-12-19 01:35,Y
44102609,타자기용보조용품또는소모품키트,Accessory or supply kits for typewriters,타자기에 사용하는 주변부속품 및 소모품으로 타자기대나 캐리지 등을 포함함.,2012-12-19 01:35,Y
441028,바인딩기계및라미네이션기계,Binding and lamination machines,"Pouch 필름이나 Roll필름 등을 이용하여 홍보물이나 사진, 신분증 등 견고한 보존이 요구되어질 때 사용되는 기계와 주변 부속용품.",2012-12-19 01:35,Y
44102801,래미네이터,Laminators,"주로 프레스를 많이 사용하는데, 접착하고자 하는 얇은 판재들을 각각 표면처리를 적절히 하여 접착이 잘 되도록 한 다음 가열판 사이에 넣고 열과 압력을 동시에 가하여 접착시키는 기계.",2012-12-19 01:35,Y
44102805,제본천공기,Binding punch machine,서류나 종이 등을 하나로 묶을 수 있게 고리구멍을 뚫는 기구로 간격조정이 가능.,2012-12-19 01:35,Y
441029,사무기기용액세서리,Office machine accessories,"사무기기에 사용되는 이동장비, 보관장비, 세정용품, 관리용품 등 부속품.",2012-12-19 01:35,Y
44102905,제습제,Small paper bags of wet absorbing salts,제습용 제품이 들어있는 소형 종이백으로 사무기기의 제습을 위해 사용함.,2012-12-19 01:35,Y
44102908,CD클리너또는광택제,Compact disc cleaners or scratch removers,"CD, DVD, 플레이어 등에 먼지 등 이물질을 제거하거나 광택을 줄 수 있는 제품으로 건식과 습식이 있음.",2012-12-19 01:35,Y
44102912,사무기기용세정액,Cleaning solutions for office equipment,컴퓨터 내부와 같은 사무기기 내부에 먼지나 잔유물을 제거하는 제품.,2012-12-19 01:35,Y
441030,퓨저및액세서리,Fusers and accessories,프린터에 쓰이는 퓨저와 그 주변부속품.,2012-12-19 01:35,Y
44103002,퓨저용오일,Fuser oil,출력과정에서 현상과 전사과정을 거쳐 용지에 흡착된 토너가루를 가열 및 압축해서 용지에 고정을 시켜주는 역할을 하는 퓨저부품에 쓰는 복사정착오일.,2012-12-19 01:35,Y
441031,"인쇄기,팩스및복사기소모품",Printer and facsimile and photocopier supplies,프린터나 팩스 혹은 복사기에 사용하는 소모성부품.,2012-12-19 01:35,Y
44103103,토너,Printer or facsimile toner,"복사기나 레이저 프린터에서 잉크 대신 사용하는 검은색 탄소 가루로, 일반적으로 카트리지를 포함함.",2012-12-19 01:35,Y
44103105,잉크카트리지,Ink cartridges,인쇄를 할 수 있는 잉크 재료의 리필제품.,2012-12-19 01:35,Y
44103106,잉크스틱,Ink sticks,프린터잉크 등을 담는 사무용 소모품.,2012-12-19 01:35,Y
44103107,"프린터,팩시밀리또는복사기청소용품",Printer or facsimile or photocopier cleaning supplies,"프린터, 팩시밀리 또는 복사기의 내, 외부의 먼지나 부유물을 제거하기 위해 사용하는 제품.",2012-12-19 01:35,Y
44103108,인쇄기및복사기용현상액,Developer for printers or photocopiers,인쇄기나 복사기 등에 사용하는 것으로 상이 영구히 지속될 수 있게 하는 화학약품.,2012-12-19 01:35,Y
44103109,"프린터,팩시밀리또는복사기용드럼",Printer or facsimile or photocopier drums,"인쇄 위치에 문자상을 주는 원통형의 회전체로서, 행 인쇄기의 각 인쇄 위치에 대응하여 드럼의 원주를 따라서 그 인쇄기에서 사용하는 모든 문자가 부각되어있음. 토너와 드럼 일체형은 토너로 분류함.",2012-12-19 01:35,Y
44103112,프린터리본,Printer ribbon,"충격식프린터 등에서 글씨를 종이에 나타낼 수 있도록 된 띠 형태의 먹지로, 케이스를 포함하는 것과 교환용이 있으며, 사용되는 리본의 규격은 기종에 따라달라짐.",2012-12-19 01:35,Y
44103117,팩시밀리리본,Facsimile ribbons,열전사 방식 등으로 종이에 형상을 새길 수 있도록 먹지 역할을 하는 리본 형태의 제품.,2012-12-19 01:35,Y
44103118,트랜스페어런시필름,Transparency film,"복사기, 프린터 등에 사용하는 복사 또는 프린트용 투명 필름을 말함.",2012-12-19 01:35,Y
44103196,토너공급장치,Toner cartridge auto supply,"복사기나 프린터의 토너카트리지에 연결하여 토너를 공급해 주는 장치로서, 소모되는 토너량을 자동으로 감지하여 토너를 충전하고 공급함.",2012-12-19 01:35,Y
44103197,레이저팩스용소모품,Laser fax consumable goods,"레이저 팩스에 사용되는 잉크 및 토너 등 소모품으로, 팩스 기종에 따라 구조, 형태, 재질 등이 다름.",2012-12-19 01:35,Y
44103198,레이저프린터소모품,Laser printer consumable goods,"레이저프린터에 사용되는 잉크, 토너, 드럼, 현상기 및 현상액 등 소모품으로, 프린터 기종에 따라 구조, 형태, 재질 등이 다름.",2012-12-19 01:35,Y
44103199,디지털윤전기등사잉크,Digital duplicating machine ink,학교시험지나 관보를 자동으로 인쇄하는데 사용하는 에멀젼 형식의 잉크소모품.,2012-12-19 01:35,Y
441032,사무용시간기록기및액세서리,Office time recording machines and accessories,출퇴근 및 출입시에 각 시점을 기록하기 위해 사용되는 장치 및 보조물.,2012-12-19 01:35,Y
44103201,타임카드기계,Time card machines,"타임카드에 근무자의 출퇴근 시간을 기록시켜서 감독하는 전기식 또는 음차식 시계를 갖춘 기기로서, 결근자, 잔업자 등에 대해 확인할 수 있으며, 버스의 발착 시각 기록에도 이용됨.",2012-12-19 01:35,Y
44103202,타임도장을찍는기계,Time stamping machines,"우편물이나 상품 등에 승인시간, 제조 혹은 출고시간을 인쇄하는 기계로, 순회시계는 별도로 분류함.",2012-12-19 01:35,Y
44103299,재부재표시기,Indicator,"특정 근무자의 재중, 부재중임을 표시하는 장치로, 재 부재 표시등 주제어장치, 표시등, 표시등 주장치 등으로 구성되어 있음.",2012-12-19 01:35,Y
4411,사무용및탁상용액세서리,Office and desk accessories,"기업의 사무와 관리 기능에 일반적으로 쓰이는 사무용 기계, 설비, 부속품, 공급품 계산기, 복사기, 우편 취급 설비, 제도, 문구용품, 필기구와 책상 정리대와 같은 부속품.",2012-12-19 01:35,Y
441115,수납정리용품및액세서리,Organizers and accessories,"사물을 정리, 배열 또는 지지해 주는 용도로 사용하는 사무용품.",2012-12-19 01:35,Y
44111501,메모꽂이또는메모함,Message holders or dispensers,메모지를 담아두는 보관용기 또는 기록된 메모지를 잘 볼 수 있도록 꽂아두거나 게시해 주는 탁상용품.,2012-12-19 01:35,Y
44111502,서류정리케이스,Desk drawer organizers,서류를 규격이나 형태별로 정리할 수 있는 함.,2012-12-19 01:35,Y
44111507,책끝,Book ends,책장에 진열한 책이 쓰러지지 않게 고정하는 받침대.,2012-12-19 01:35,Y
44111509,필통,Pen or pencil holders,연필이나 펜 등을 꽂아놓는 통으로 원형이나 사각형 등 여러형태가 있음.,2012-12-19 01:35,Y
44111511,디스플레이장치또는보조용품,Display systems or its accessories,제한된 책상의 공간활용도를 높혀 업무효율의 향상에 도움을 줄 수 있는 책상용품 정리장치 또는 부속부품.,2012-12-19 01:35,Y
44111512,책꽂이,Literature rack,"책을 세워 꽂아두기 위한 사무용품으로, 책이 넘어지지 않도록 칸막이가 부착되어 있으며, 책을 넣고 빼기 편리하도록 상판이 없고 책상 위에 놓을 수 있는소형의 것을 말함. 다단 형태의 가구는 별도로 분류함.",2012-12-19 01:35,Y
44111515,서류상자또는서류함,File storage boxes or organizers,서류를 저장하는 상자.,2012-12-19 01:35,Y
44111517,독서대,Study stands,"책을 펼쳐서 얹어 놓는 받침대로, 책을 세우는 각도를 조절할 수 있음.",2012-12-19 01:35,Y
44111518,명함첩,Business card holders,명함을 정리해 놓는 철로 대개 앨범식으로 각 장마다 비닐속에 여러개의 명함을 끼워놓을 수 있음. 탁상형 메모꽂이도 포함함.,2012-12-19 01:35,Y
44111520,테이블보호지또는패드,Surface protectors or pads,책상 등에 상처를 방지하기 위한 보호패드.,2012-12-19 01:35,Y
44111598,소포기장대,Package table,소포 등을 묶을 때 사용하는 테이블.,2012-12-19 01:35,Y
441116,현금관리용품,Cash handling supplies,"현금을 보관, 검사, 분류 등에 관련된기기와 용품.",2012-12-19 01:35,Y
44111603,주화분류기,Coin sorters,주화를 무게와 크기에 의해 분류하는 기계.,2012-12-19 01:35,Y
44111605,현금및표보관함,Cash or ticket boxes,"은행이나 공연장, 운송수단 등과 같이 현금이나 티켓을 다루는 곳에서 쓰는 현금이나 티켓을 보관하는 함.",2012-12-19 01:35,Y
44111608,저금통,Coin banks,주로 주화를 모아 둘 수 있게 만든 통.,2012-12-19 01:35,Y
44111609,위조지폐탐지기및보조품,Counterfeit bill detectors or supplies,지폐의 불량 여부나 위조 여부를 검사하기 위해 사용하는 기계.,2012-12-19 01:35,Y
44111610,동전트레이,Coin trays,동전을 규격이나 크기별로 보관하는 박스.,2012-12-19 01:35,Y
441118,제도용품,Drafting supplies,"도면작업을 하는데 사용되는 자, 각도기 및 컴파스 등의 제도용품.",2012-12-19 01:35,Y
44111801,형지및각자보조기기,Stencils or lettering aids,"인쇄용 형판과 글자를 새기는 활자의 보조기기를 총칭하며, 레터링용스크라이버와 레터링세트를 포함함.",2012-12-19 01:35,Y
44111803,컴퍼스,Compasses,원 또는 호를 그릴 때 사용하는 제도용구.,2012-12-19 01:35,Y
44111805,곡선자,Curves,곡선을 그릴 때 사용하는 제도자를 총칭함.,2012-12-19 01:35,Y
44111806,각도기,Protractors,"각도를 재는데 사용하는 기구로서, 제도를 하거나 각도를 분배하는데 쓰이며, 반원형 또는 원형판의 둘레에 각도의 눈금이 새겨진 기구를 말함.",2012-12-19 01:35,Y
44111807,스케일,Scales,자 및 저울의 총칭으로 눈금이 있는 것이 많음. 자의 경우에는 보통 축척 눈금이 표시되어 있음.,2012-12-19 01:35,Y
44111808,T형자,Tsquares,직각을 이루는 블레이드와 하나의 네모면 자루로 이루어진 측정도구로 T형모양으로 제도 등에 주로 쓰임.,2012-12-19 01:35,Y
44111809,형판,Templates,"제도, 서류작성 등에 필요한 그림이나 모양을 사용할 수 있도록 새겨놓은 형판제품.",2012-12-19 01:35,Y
44111810,삼각스케일,Triangles,"삼각형의 자로서, 45˚의 삼각자, 60˚의 삼각자 2개가 한조로 되어있는 자를 말함. 제도용으로서 제도판 위에서 90˚, 45˚, 60˚, 30˚의 선긋기에 사용됨.",2012-12-19 01:35,Y
44111891,제도판,Drawing board,제도용지를 붙일 수 있도록 만들어진 평평한 널빤지.,2012-12-19 01:35,Y
44111892,제도용게이지,Draw gauge,"가죽, 고무 또는 가스킷 재료 등을 특별히 기술된 넓이의 조각으로 표시하거나 자르는데 사용되는 도구로, 권총-손잡이-조종헤드와 갈아 끼울 수 있는 칼날을갖고 있는 조정 가능한 눈금을 새긴 미끄럼판으로 구성되어 있음.",2012-12-19 01:35,Y
44111893,면적계,Planimeter,"불규칙한 곡선으로 둘러싸인 부분의 면적, 즉 정적분의 값을 직접 구하는 기구.",2012-12-19 01:35,Y
44111895,제도기,Drafting machine,"정밀기계설비, 건축, 및 디자인 설계를 할 때 수평, 수직, 곡선 등을 그리는데 사용하는 장비로서, 제도판에 T자, 삼각자, 분도기, 눈금자 등이 부착된다기능 제도기로, 도화기를 포함함.",2012-12-19 01:35,Y
44111896,제도용디바이더,Dividers for drafting,"분할컴퍼스라고도 하며, 양끝이 뾰족하여 치수를 도면에 옮기거나 선을 분할하고 등분하는데 사용하는 제도용구.",2012-12-19 01:35,Y
441119,칠판,Boards,기록을 하거나 게시하기 위해 사용하는 두께가 비교적 얇은 판자형 사무용품.,2012-12-19 01:35,Y
44111901,일정기록판및액세서리,Planning boards or accessories,주간 혹은 월간별로 일정을 계획해서 게시하는 판과 부속품.,2012-12-19 01:35,Y
44111902,전자복사칠판및액세서리,Electronic copyboards or accessories,회의시 주로 사용하는 것으로 회의후에 내용을 출력하여 회의 자료로 활용할 수 있게 하는 기구와 이를 위한 부속품.,2012-12-19 01:35,Y
44111905,건식보드및액세서리,Dry erase boards or accessories,"보드마커 따위로 판서가 가능하며 주로 흰색 바탕의 표면을 가지는 판으로, 건식보드와 칠판을 겸하는 것도 있음.",2012-12-19 01:35,Y
44111906,칠판또는액세서리,Chalk boards or accessories,"분필을 기본 판서도구로 사용하며, 주로 녹색 바탕의 표면을 가지는 판.",2012-12-19 01:35,Y
44111907,게시판또는액세서리,Bulletin boards or accessories,여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 볼 수 있게 만든 판을 말함.,2012-12-19 01:35,Y
44111908,자기판및부품,Magnetic boards or accessories,자석으로 게시물을 게시 가능한 판과 부속품 등을 말함.,2012-12-19 01:35,Y
44111909,칠판지우개및액세서리,Board cleaning kits or accessories,각종게시판에 필기 되어 있는 것을 지우는데 사용하는 용품과 부속품.,2012-12-19 01:35,Y
44111910,걸이대또는홀더,Hanging rails or holders,각종 게시판을 걸어놓는 레일이나 걸이대.,2012-12-19 01:35,Y
44111911,인터랙티브화이트보드및액세서리,Interactive whiteboards or accessories,"컴퓨터와 쌍방향 표시가 가능한 보드로서, 판면에 컴퓨터와 연결된 내용을 표시하고, 펜이나 손가락 등으로 컴퓨터는 물론 판면을 통해 판서가 가능함.",2012-12-19 01:35,Y
44111912,화이트보드지우개,Whiteboard eraser,"마커용 백판에서 사용하는 지우개로, 보통은 위판을 플라스틱재질로 하고 닦는 면은 부직포와 같은 천을 사용함.",2012-12-19 01:35,Y
441120,일정관리용품,Planning systems,일정 및 계획을 게시하고 관리하는데 사용하는 용품.,2012-12-19 01:35,Y
44112002,달력,Calendars,1년의 날짜와 요일을 적어놓은 것의 총칭으로 주단위나 월단위로 적어 놓은 것 등이 있음.,2012-12-19 01:35,Y
4412,사무용품,Office supplies,"기업의 사무와 관리 기능에 일반적으로 쓰이는 사무용 문구용품, 필기구 등을 포함한 소모성 용품.",2012-12-19 01:35,Y
441215,우편용품,Mailing supplies,우편물을 발송하는데 쓰이거나 우편물에 도장하는데 사용하는 소모성 자재.,2012-12-19 01:35,Y
44121504,창봉투,Window envelopes,봉투의 일부를 투명하게 제작하여 내용물의 일부를 볼 수 있도록 제작된 봉투.,2012-12-19 01:35,Y
44121505,특수봉투,Specialty envelopes,규격봉투 외 특수한 용도로 사용되는 봉투.,2012-12-19 01:35,Y
44121506,표준봉투,Standard envelopes,일반적인 규격봉투를 일컫는 것으로 서류나 편지 등을 담는 주머니.,2012-12-19 01:35,Y
44121509,우편물가방,Mailing bags,우편물을 배달할 때 쓰는 가방으로 수령인에게 우편을 전달할 때 사용.,2012-12-19 01:35,Y
44121511,우편함,Mailing boxes,"우편물을 보관하는 박스형태의 함으로 편지, 소포, 신문 등 종류별로 칸막이벽으로 보관하는 상자.",2012-12-19 01:35,Y
44121513,우표,Postage stamps,우편 요금을 낸 표시로 우편물에 붙이는 증표이며 사각형의 종이에 접착제가 붙어있음.,2012-12-19 01:35,Y
441216,책상용품,Desk supplies,사무실에서 업무용으로 사용되는 각종 종이제품 및 단순한 기계용품.,2012-12-19 01:35,Y
44121604,스탬프,Stamps,서류 등에 그날의 날짜를 찍거나 신원 등을 표기하는 도장형식의 도구.,2012-12-19 01:35,Y
44121611,제지용펀치,Paper or eyelet punches,서류나 종이 등을 하나로 묶을 수 있게 고리구멍을 뚫는 기구로 간격조정이 가능.,2012-12-19 01:35,Y
44121612,종이커터또는리필,Paper cutters or refills,종이를 원하는 규격으로 자르는 기구 및 리필제품.,2012-12-19 01:35,Y
44121613,스테이플핀제거기,Staple removers,집게모양을 하고 있으며사무용구로 쓰이는 스테이플러에 의해 박힌 침을 제거하기 위해 쓰이는 도구.,2012-12-19 01:35,Y
44121615,스테이플러,Staplers,"철침으로 서류를 철하는 사무용기구로 받침대와 철침틀 사이에 종이를 넣고 누름판을 눌러 사용함. 사용하는 철침과 기구의 크기에 따라 철할 수 있는 종이의매수가 달라짐. 일반적으로 탁상용으로 쓰이는 17~18cm인 지철기를 기본으로 볼 때 반형, 소형이 있고 또 많은 양을 제본할 때 쓰는 제본용지철기가 있음. 이외에 플라이어형태와 받침대 확상형이 있으며, 전동식인 것도 있음.",2012-12-19 01:35,Y
44121618,일반가위,Scissors,"날이 있는 두 개의 쇠를 교차시켜 가운데 사북을 박고, 지레의 원리를 이용하여 종이 등을 자르는 일반사무용 가위.",2012-12-19 01:35,Y
44121619,수동연필깎이,Manual pencil sharpener,연필을 깍기 위한 용구로 틀 속에 넣고 수동으로 연필을 돌려서 깍는 것.,2012-12-19 01:35,Y
44121622,해면기,Moisteners,"봉투나 서류 혹은 명찰 등이 붙도록 접착용제를 바르는데 쓰거나 사무실, 은행 등에서 전표, 지폐나 종이를 셀 때 사용함.",2012-12-19 01:35,Y
44121623,기계식편지개봉기,Mechanical letter opener,편지봉투 한쪽 면의 일정길이를 잘라내어 자동으로 편지봉투를 개봉할 수 있는 기계.,2012-12-19 01:35,Y
44121624,압인용품,Embossing tools,"쇠에 개인이나 단체의 이름, 그림 또는 부호를 새긴 물건으로 개인, 단체 또는 관청의 표지로 문서나 물건에 찍어서 증거를 삼거나 증명 하는데 사용함.",2012-12-19 01:35,Y
44121625,문진,Paper weights,"책장이나 종이가 바람에 날리지 않도록 하거나, 펼쳐놓은 상태로 유지하기 위해 누르는 물건으로, 보통 서진이라고도 함.",2012-12-19 01:35,Y
44121628,클립홀더또는디스펜서,Clip holders or dispensers,종이를 묶을 수 있도록 클립을 물려주거나 여러 개의 클립을 내부에 보관하고 있으면서 클립을 공급해 주는 기구.,2012-12-19 01:35,Y
44121631,접착제,Glue dispensers or refills,종이 등을 붙이는 접착제류와 리필제품.,2012-12-19 01:35,Y
44121633,우표디스펜서,Postage stamp dispensers,우표를 종류별로 판매하는 기구.,2012-12-19 01:35,Y
44121635,접착테이프커터,Adhesive tape spindles,접착테이프를 원하는 크기로 자를 수 있도록 톱날형 커터가 부착된 기구.,2012-12-19 01:35,Y
44121636,자동연필깎이,Electric pencil sharpener,"연필을 깎기 위한 용구로서, 핸들을 이용해서 반자동으로 깍는 것 그리고 전기를 이용하여 자동으로 깍는 것이 있음.",2012-12-19 01:35,Y
441217,필기도구,Writing instruments,사무실에서 업무용으로 사용되는 각종 필기도구.,2012-12-19 01:35,Y
44121703,만년필,Fountain pens,펜대 속에 넣은 잉크가 펜촉으로 흘러나와 글씨를 쓸 수 있도록 들어진 필기용구.,2012-12-19 01:35,Y
44121704,볼펜,Ball point pens,필기할 때 펜끝에 부착된 볼이 지면과의 마찰로 회전하는 것에 의하여 카트리지로부터 잉크를 뽑아내어 볼에 묻은 잉크로 필기하는 도구.,2012-12-19 01:35,Y
44121705,샤프연필,Mechanical pencils,가는 심을 넣고 축의 끝 부분을 돌리거나 눌러 심을 조금씩 밀어 내어 쓰게 만든 필기도구.,2012-12-19 01:35,Y
