자재번호,G2B분류번호,속성코드,속성값,생성일시
1109637,25220881,Y25220881_007,2146,2025-07-14 23:30
1109637,25220881,Y25220881_008,MM,2025-07-14 23:30
1109637,25220881,Y25220881_009,690,2025-07-14 23:30
1109637,25220881,Y25220881_010,MM,2025-07-14 23:30
1109637,25220881,Y25220881_997,TR4,2025-07-14 23:30
1109575,25220881,Y25220881_007,2752,2025-07-14 23:30
1109575,25220881,Y25220881_008,MM,2025-07-14 23:30
1109575,25220881,Y25220881_009,690,2025-07-14 23:30
1109575,25220881,Y25220881_010,MM,2025-07-14 23:30
1109575,25220881,Y25220881_997,TR4,2025-07-14 23:30
1109660,25220881,Y0COMMON_01,도어스커트 corner skirt door,2025-07-14 23:30
1109660,25220881,Y0COMMON_05,RMU80359EE0,2025-07-14 23:30
1109660,25220881,Y25220881_004,KTX-산천(원강),2025-07-14 23:30
1109660,25220881,Y25220881_007,2392,2025-07-14 23:30
1109660,25220881,Y25220881_008,MM,2025-07-14 23:30
1109660,25220881,Y25220881_009,688,2025-07-14 23:30
1109660,25220881,Y25220881_010,MM,2025-07-14 23:30
1109660,25220881,Y25220881_997,TR1,2025-07-14 23:30
1017938,25240501,Y0COMMON_01,콘크리트침목,2025-07-14 23:30
1017938,25240501,Y0COMMON_02,KRS TR 0008-07R,2025-07-14 23:30
1017938,25240501,Y25240501_997,60㎏ 곡선용,2025-07-14 23:30
1017938,25240501,Y25240501_013,코일스프링절연숄더,2025-07-14 23:30
1116453,25220926,Y0COMMON_01,동력차 공조장치조립체,2025-07-14 23:30
1116453,25220926,Y0COMMON_03,KRCS B517,2025-07-14 23:30
1116453,25220926,Y25220926_997,"KTX-산천Ⅱ,Ⅲ,Ⅳ(호남,SR,원강)",2025-07-14 23:30
1116453,25220926,Y25220926_998,"RFH61101HS0,RFH61101HS1,",2025-07-14 23:30
1116453,25220926,Y25220926_999,RFH61101EE0,2025-07-14 23:30
1059961,25222110,Y0COMMON_01,스프링슬리브,2025-07-14 23:30
1059961,25222110,Y25222110_004,BFC제동통용,2025-07-14 23:30
1059961,25222110,Y25222110_997,NO7,2025-07-14 23:30
1118962,40141693,Y40141693_997,크노르 분배변,2025-07-14 23:30
1118962,40141693,Y0COMMON_01,씰킷 A18294/39 GROOVED RING,2025-07-14 23:30
1118963,40141693,Y40141693_997,크노르 분배변,2025-07-14 23:30
1118963,40141693,Y0COMMON_01,씰킷 B53653 KNORR K-RING,2025-07-14 23:30
1118940,40141693,Y40141693_997,KNORR,2025-07-14 23:30
1118940,40141693,Y0COMMON_01,앵글코크 패킹 SEALING RING (23,2025-07-14 23:30
1029363,25240115,Y0COMMON_01,레일,2025-07-14 23:30
1029363,25240115,Y25240115_997,60㎏ 헌레일 3m이상 불용품,2025-07-14 23:30
1113561,25220886,Y0COMMON_01,의자팔걸이 오디오 수신장치(LEF,2025-07-14 23:30
1113561,25220886,Y25220886_997,RES10059HS1,2025-07-14 23:30
1113562,25220886,Y0COMMON_01,오디오 수신 장치(RIGHT) 커버,2025-07-14 23:30
1113562,25220886,Y25220886_997,RES10060HS1-001,2025-07-14 23:30
1007361,25221727,Y0COMMON_01,일반형 계전기 조립체,2025-03-04 23:32
1007361,25221727,Y0COMMON_03,KRCS B484,2025-03-04 23:32
1007361,25221727,Y0COMMON_07,05-10-12-032,2025-03-04 23:32
1007361,25221727,Y25221727_007,전기동차용,2025-03-04 23:32
1007361,25221727,Y25221727_008,일반형 A타입(DC100V),2025-03-04 23:32
1007361,25221727,Y25221727_009,144,2025-03-04 23:32
1007361,25221727,Y25221727_010,㎜,2025-03-04 23:32
1007361,25221727,Y25221727_011,69.5,2025-03-04 23:32
1007361,25221727,Y25221727_012,㎜,2025-03-04 23:32
1007361,25221727,Y25221727_013,84.5,2025-03-04 23:32
1007361,25221727,Y25221727_014,㎜,2025-03-04 23:32
1007361,25221727,Y25221727_997,RAX-L44DBRL-1080,2025-03-04 23:32
1053633,25221602,Y0COMMON_01,11458-40003,2025-03-13 23:30
1053633,25221602,Y25221602_997,공기건조기 조립체(JW2000C),2025-03-13 23:30
1053633,25221602,Y25221602_998,1호선(311B42~311B65),2025-03-13 23:30
1053633,25221602,Y25221602_999,분당선(351B23~351B28),2025-03-13 23:30
1056782,25221911,Y0COMMON_01,주변압기 3종 송풍기,2025-03-13 23:30
1056782,25221911,Y0COMMON_03,KRCS B217,2025-03-13 23:30
1056782,25221911,Y0COMMON_05,MTP00026,2025-03-13 23:30
1060129,25221911,Y0COMMON_01,주변압기(2종)송풍기,2025-03-13 23:30
1060129,25221911,Y0COMMON_03,KRCS B217,2025-03-13 23:30
1060129,25221911,Y0COMMON_07,11437-10015,2025-03-13 23:30
1063959,25221602,Y0COMMON_01,11458-40002,2025-03-13 23:30
1063959,25221602,Y25221602_997,공기건조기조립(JS2000A1),2025-03-13 23:30
1063959,25221602,Y25221602_998,04년~15년도입,2025-03-13 23:30
1106171,25221605,Y0COMMON_01,전동차용공기압축기(3-2종),2025-03-13 23:30
1106171,25221605,Y0COMMON_03,KRCS B200,2025-03-13 23:30
1037888,25221909,Y0COMMON_01,볼트너트와셔,2025-03-04 23:34
1037888,25221909,Y25221909_997,평와셔팬터그래프Ø23*Ø50*T1.2,2025-03-04 23:34
1104549,25230801,Y25230801_006,8309214,2025-03-19 23:31
1104549,25230801,Y0COMMON_01,엔진 배기연돌 조인트 가스켓(대,2025-03-19 23:31
1008409,25221806,Y0COMMON_01,견인전동기조립(AC),2025-03-19 23:31
1008409,25221806,Y0COMMON_02, ,2025-03-19 23:31
1008409,25221806,Y0COMMON_03,KRCS B214,2025-03-19 23:31
1008409,25221806,Y0COMMON_04, ,2025-03-19 23:31
1008409,25221806,Y0COMMON_05,TMP00580-354961,2025-03-19 23:31
1008409,25221806,Y0COMMON_06,05-06-04-0049,2025-03-19 23:31
1008409,25221806,Y0COMMON_07, ,2025-03-19 23:31
1008409,25221806,Y25221806_001, ,2025-03-19 23:31
1008409,25221806,Y25221806_999, ,2025-03-19 23:31
1008409,25221806,Y25221806_002, ,2025-03-19 23:31
1008409,25221806,Y25221806_003, ,2025-03-19 23:31
1008409,25221806,Y25221806_004, ,2025-03-19 23:31
1008409,25221806,Y25221806_005, ,2025-03-19 23:31
1008409,25221806,Y25221806_006, ,2025-03-19 23:31
1008409,25221806,Y25221806_007, ,2025-03-19 23:31
1008409,25221806,Y25221806_008, ,2025-03-19 23:31
1008409,25221806,Y25221806_009, ,2025-03-19 23:31
1008409,25221806,Y25221806_010, ,2025-03-19 23:31
1008409,25221806,Y25221806_011, ,2025-03-19 23:31
1008409,25221806,Y25221806_012, ,2025-03-19 23:31
1008409,25221806,Y25221806_013, ,2025-03-19 23:31
1008409,25221806,Y25221806_014, ,2025-03-19 23:31
1008409,25221806,Y25221806_015, ,2025-03-19 23:31
1008409,25221806,Y25221806_997, ,2025-03-19 23:31
1008409,25221806,Y25221806_998, ,2025-03-19 23:31
1057628,40141613,Y40141613_010,￠65,2025-03-19 23:31
1057628,40141613,Y40141613_011,㎜,2025-03-19 23:31
1057628,40141613,Y40141613_997,소화밸브용,2025-03-19 23:31
1057628,40141613,Y0COMMON_01,템퍼스위치,2025-03-19 23:31
1054299,39121506,Y39121506_010,소화전/급수전용,2025-03-19 23:31
1054299,39121506,Y39121506_014,10㎏/㎠,2025-03-19 23:31
1054299,39121506,Y39121506_017,퍼사픽압력조절,2025-03-19 23:31
1054299,39121506,Y0COMMON_01,압력스위치,2025-03-19 23:31
1072065,25222311,Y0COMMON_01,안장커버지,2025-04-29 23:30
1072065,25222311,Y0COMMON_03,KRCS B291,2025-04-29 23:30
1072065,25222311,Y25222311_005,470,2025-04-29 23:30
1072065,25222311,Y25222311_006,MM,2025-04-29 23:30
1013363,25222153,Y25222153_006,벨로우즈용,2025-04-29 23:30
1013363,25222153,Y25222153_997,FX 8 107-127,2025-04-29 23:30
1072065,25222311,Y25222311_009,4.5,2025-04-29 23:30
1072065,25222311,Y25222311_010,MM,2025-04-29 23:30
1072065,25222311,Y25222311_997,FPP08468-002,2025-04-29 23:30
1072065,25222311,Y25222311_002,KTX-산천 특실용,2025-04-29 23:30
1072066,25222311,Y0COMMON_01,등받이,2025-04-29 23:30
1072066,25222311,Y0COMMON_07,01-09-02-0779(1),2025-04-29 23:30
1072066,25222311,Y25222311_997,FPP08468-001,2025-04-29 23:30
1072066,25222311,Y25222311_001,700511,2025-04-29 23:30
1072066,25222311,Y25222311_002,특실용,2025-04-29 23:30
1072067,25222311,Y0COMMON_01,등받이 커버지,2025-04-29 23:30
1072067,25222311,Y0COMMON_03,KRCS B291,2025-04-29 23:30
1072067,25222311,Y25222311_005,500,2025-04-29 23:30
1072067,25222311,Y25222311_006,MM,2025-04-29 23:30
1072067,25222311,Y25222311_007,750,2025-04-29 23:30
1072067,25222311,Y25222311_008,MM,2025-04-29 23:30
1072067,25222311,Y25222311_009,4.5,2025-04-29 23:30
1072067,25222311,Y25222311_010,MM,2025-04-29 23:30
1072067,25222311,Y25222311_997,FPP08468-001,2025-04-29 23:30
1072067,25222311,Y25222311_002,KTX-산천 특실용,2025-04-29 23:30
1072123,25222311,Y0COMMON_01,우측등받이,2025-04-29 23:30
1072123,25222311,Y0COMMON_07,01-09-02-0780(2),2025-04-29 23:30
1072123,25222311,Y25222311_997,FPP08469-002,2025-04-29 23:30
1072123,25222311,Y25222311_001,701262,2025-04-29 23:30
1072123,25222311,Y25222311_002,일반실용,2025-04-29 23:30
1072125,25222311,Y0COMMON_01,안장커버지,2025-04-29 23:30
1072125,25222311,Y0COMMON_03,KRCS B291,2025-04-29 23:30
1072125,25222311,Y25222311_002,KTX-산천 일반실용,2025-04-29 23:30
1096438,25222311,Y0COMMON_01,일반실시트커버 안장용,2025-04-29 23:30
1096438,25222311,Y0COMMON_03,KRCS B291,2025-04-29 23:30
1096438,25222311,Y0COMMON_04,4,2025-04-29 23:30
1096438,25222311,Y25222311_997,701312,2025-04-29 23:30
1096438,25222311,Y25222311_002,KTX-산천50량,2025-04-29 23:30
1112902,25220132,Y25220132_005,207,2025-04-29 23:30
1112902,25220132,Y25220132_006,MM,2025-04-29 23:30
1112902,25220132,Y25220132_007,322,2025-04-29 23:30
1112902,25220132,Y25220132_008,MM,2025-04-29 23:30
1112902,25220132,Y0COMMON_01,KTX-산천 화장실 핸드드라이어 A,2025-04-29 23:30
1112902,25220132,Y25220132_009,248,2025-04-29 23:30
1112902,25220132,Y25220132_010,MM,2025-04-29 23:30
1062219,25250325,Y0COMMON_01,인터페이스보드,2025-02-25 23:30
1062219,25250325,Y25250325_003,홈/집표용,2025-02-25 23:30
1062219,25250325,Y25250325_997,LCD-CONTROL-R04,2025-02-25 23:30
1122872,25221721,Y0COMMON_01,7600호대 수동살사 스위치,2025-03-06 23:30
1122872,25221721,Y0COMMON_02,84A229773SSP5,2025-03-06 23:30
1122874,25221748,Y0COMMON_01,7600호대 축전지충전기 차단기,2025-03-06 23:30
1122874,25221748,Y25221748_001,41A212414P73,2025-03-06 23:30
1122875,25221748,Y0COMMON_01,7600호대 SDIS 모니터 차단기,2025-03-06 23:30
1122875,25221748,Y25221748_001,41A212414P15,2025-03-06 23:30
1122876,25221748,Y0COMMON_01,7600호대 발전제동 제어기 차단,2025-03-06 23:30
1122876,25221748,Y25221748_001,41A212414P31,2025-03-06 23:30
1122877,25221748,Y0COMMON_01,7600호대 연료펌프 차단기,2025-03-06 23:30
1122877,25221748,Y25221748_001,41A212414P78,2025-03-06 23:30
1122878,25221748,Y0COMMON_01,7600호대 계자 제어용 차단기,2025-03-06 23:30
1122878,25221748,Y25221748_001,41A212414P35,2025-03-06 23:30
1122879,25221748,Y0COMMON_01,7600호대 기계실 등구류 차단기,2025-03-06 23:30
1122879,25221748,Y25221748_001,84A229773ABP22,2025-03-06 23:30
1122881,25221663,Y0COMMON_01,7600호대 공기압축기 플랜지 가,2025-03-06 23:30
1122881,25221663,Y25221663_001,655331,2025-03-06 23:30
1122882,25221663,Y0COMMON_01,7600대 공기압축기 오링,2025-03-06 23:30
1122882,25221663,Y0COMMON_02,TE9016998110,2025-03-06 23:30
1122883,25221210,Y0COMMON_01,7600호대 라이에이터 가스켓,2025-03-06 23:30
1122883,25221210,Y25221210_001,41C624988P112,2025-03-06 23:30
1078607,25240220,Y0COMMON_01,철도용텅레일,2025-03-06 23:30
1078607,25240220,Y0COMMON_03,KRCS 9801,2025-03-06 23:30
1078607,25240220,Y25240220_004,60KG,2025-03-06 23:30
1078607,25240220,Y25240220_997,PC침목용 #8,2025-03-06 23:30
1078607,25240220,Y25240220_001,좌-좌,2025-03-06 23:30
1122885,25221352,Y0COMMON_01,7600호대 머플러 섹션(터보측),2025-03-06 23:30
1122885,25221352,Y25221352_001,84E903246ABP1,2025-03-06 23:30
1122886,25221408,Y0COMMON_01,7600호대 인젝터 O-링,2025-03-06 23:30
1122886,25221408,Y25221408_001,84A220705P1,2025-03-06 23:30
1122887,25221352,Y0COMMON_01,7600호대 터빈입구측 플랜지 가,2025-03-06 23:30
1122887,25221352,Y25221352_001,84A228959P3,2025-03-06 23:30
1122888,25221352,Y0COMMON_01,7600호대 터보차져 출구측 O-링,2025-03-06 23:30
1122888,25221352,Y25221352_001,84B527188P16,2025-03-06 23:30
1122889,25221352,Y0COMMON_01,7600호대 터보차져 연결볼트,2025-03-06 23:30
1122889,25221352,Y25221352_001,84B527190P1,2025-03-06 23:30
1122890,25221352,Y0COMMON_01,7600호대 터보차져 연결너트,2025-03-06 23:30
1122890,25221352,Y25221352_001,84B527172P1,2025-03-06 23:30
1122891,25221342,Y0COMMON_01,7600호대 머플러 후부 크랭크케,2025-03-06 23:30
1122891,25221342,Y25221342_014,삭제,2025-03-06 23:30
1122891,25221342,Y25221342_001,84D718126P1,2025-03-06 23:30
1122892,25221318,Y0COMMON_01,7600호대 냉각수 점퍼 커넥터,2025-03-06 23:30
1122892,25221318,Y25221318_001,84B534145G1,2025-03-06 23:30
1097857,25221010,Y0COMMON_01,살사브라켓,2025-03-06 23:30
1097857,25221010,Y0COMMON_05,TRP02414,2025-03-06 23:30
1051082,32131010,Y0COMMON_01,전자경보기,2025-03-04 23:42
1051082,32131010,Y0COMMON_07,EGP00130(140R),2025-03-04 23:42
1058610,40142398,Y40142398_997,Ø15*80㎜ STS304,2025-01-14 9:11
1058610,40142398,Y0COMMON_01,장니플,2025-01-14 9:11
1058609,40142398,Y40142398_997,STS304 ø15㎜,2025-01-14 9:11
1058609,40142398,Y0COMMON_01,단니플,2025-01-14 9:11
1055504,25220326,Y0COMMON_01,챠임,2025-03-04 23:42
1055504,25220326,Y25220326_997,1496-20007① ATS장치,2025-03-04 23:42
1060307,25220306,Y0COMMON_01,역단위통합전산기,2025-03-04 23:42
1060307,25220306,Y25220306_997,UPS(VGD-1000RM),2025-03-04 23:42
1060307,25220306,Y25220306_007,VVVF형모니터중앙장치용,2025-03-04 23:42
1070658,25220220,Y0COMMON_01,전기식 출입문 도어엔진 모터,2025-03-04 23:42
1070658,25220220,Y0COMMON_02,100W,2025-03-04 23:42
1070658,25220220,Y0COMMON_03,305MM 98MM 90MM,2025-03-04 23:42
1070658,25220220,Y0COMMON_04,FDP00995,2025-03-04 23:42
1071415,25220140,Y0COMMON_01,객실비상인터폰ASS'Y,2025-03-04 23:42
1071415,25220140,Y25220140_005,당선47-76공통,2025-03-04 23:42
1071415,25220140,Y25220140_008,분마이크식(1케논),2025-03-04 23:42
1071415,25220140,Y25220140_997,분마이크식(1케논),2025-03-04 23:42
1071814,25220140,Y0COMMON_01,메인보드,2025-03-04 23:42
1071814,25220140,Y25220140_005,중앙방송장치용(COB),2025-03-04 23:42
1071814,25220140,Y25220140_997,분당선132R 47-76,2025-03-04 23:42
1073730,32131010,Y32131010_997,RS-485방식,2025-03-04 23:42
1073730,32131010,Y32131010_008,TGIS중앙열차정보장치용,2025-03-04 23:42
1073730,32131010,Y0COMMON_01,SCM1,2025-03-04 23:42
1075120,39121004,Y39121004_007,전기동차냉난방장치용,2025-03-04 23:42
1075120,39121004,Y39121004_997,5V AC/DC,2025-03-04 23:42
1075120,39121004,Y0COMMON_01,MSF15-05,2025-03-04 23:42
1075121,39121004,Y39121004_007,전기동차냉난방장치용,2025-03-04 23:42
1075121,39121004,Y39121004_997,24V AC/DC,2025-03-04 23:42
1075121,39121004,Y0COMMON_01,MSF15-24,2025-03-04 23:42
1008292,25220890,Y0COMMON_01,요크*철핀,2025-03-04 23:33
1008292,25220890,Y25220890_997,1461-10005,2025-03-04 23:33
1122636,25221015,Y0COMMON_05,RMP60107HS0,2025-03-17 23:30
1122953,40142187,Y40142187_019,16,2025-03-17 23:30
1122953,40142187,Y40142187_020,MM,2025-03-17 23:30
1122953,40142187,Y40142187_003,406.4,2025-03-17 23:30
1122953,40142187,Y40142187_004,MM,2025-03-17 23:30
1122953,40142187,Y40142187_017,6,2025-03-17 23:30
1122953,40142187,Y40142187_018,M,2025-03-17 23:30
1122953,40142187,Y0COMMON_01,"건축구조용탄소강관,SNT355",2025-03-17 23:30
1122953,40142187,Y0COMMON_02,"흑관,KS D3632",2025-03-17 23:30
1122954,40142187,Y40142187_019,12,2025-03-17 23:30
1122954,40142187,Y40142187_020,MM,2025-03-17 23:30
1122954,40142187,Y40142187_003,355.6,2025-03-17 23:30
1122954,40142187,Y40142187_004,MM,2025-03-17 23:30
1122954,40142187,Y40142187_017,6,2025-03-17 23:30
1122954,40142187,Y40142187_018,M,2025-03-17 23:30
1122954,40142187,Y0COMMON_01,"건축구조용탄소강관,SNT355",2025-03-17 23:30
1122954,40142187,Y0COMMON_02,"흑관,KS D3632",2025-03-17 23:30
1122955,40142187,Y40142187_019,16,2025-03-17 23:30
1122955,40142187,Y40142187_020,MM,2025-03-17 23:30
1122955,40142187,Y40142187_003,600,2025-03-17 23:30
1122955,40142187,Y40142187_004,MM,2025-03-17 23:30
1122955,40142187,Y40142187_017,6,2025-03-17 23:30
1122955,40142187,Y40142187_018,M,2025-03-17 23:30
1122955,40142187,Y0COMMON_01,"건축구조용탄소강관,SNT355",2025-03-17 23:30
1122955,40142187,Y0COMMON_02,"흑관,KS D3632",2025-03-17 23:30
1121464,39121015,Y39121015_014,25.8,2025-03-17 23:30
1121464,39121015,Y39121015_015,KV,2025-03-17 23:30
1121464,39121015,Y39121015_010,200,2025-03-17 23:30
1121464,39121015,Y39121015_011,KVA,2025-03-17 23:30
1121464,39121015,Y0COMMON_01,몰드형 분로리액터,2025-03-17 23:30
1121464,39121015,Y0COMMON_02,KRSA-3104,2025-03-17 23:30
1008173,25222110,Y0COMMON_01,[1115870사용],2025-03-17 23:30
1008173,25222110,Y0COMMON_02,공기호스,2025-03-17 23:30
1008173,25222110,Y25222110_997,주공기개량형11456-20007,2025-03-17 23:30
1122956,40142187,Y40142187_019,20,2025-03-17 23:30
1122956,40142187,Y40142187_020,MM,2025-03-17 23:30
1122956,40142187,Y40142187_003,600,2025-03-17 23:30
1122956,40142187,Y40142187_004,MM,2025-03-17 23:30
1122956,40142187,Y40142187_017,6,2025-03-17 23:30
1122956,40142187,Y40142187_018,M,2025-03-17 23:30
1122956,40142187,Y0COMMON_01,"건축구조용탄소강관,SNT355",2025-03-17 23:30
1122956,40142187,Y0COMMON_02,"흑관,KS D3632",2025-03-17 23:30
1121472,39121015,Y39121015_014,25.8,2025-03-17 23:30
1121472,39121015,Y39121015_015,KV,2025-03-17 23:30
1121472,39121015,Y39121015_010,550,2025-03-17 23:30
1121472,39121015,Y39121015_011,KVA,2025-03-17 23:30
1121472,39121015,Y0COMMON_01,몰드형 분로리액터,2025-03-17 23:30
1121472,39121015,Y0COMMON_02,KRSA-3104,2025-03-17 23:30
1098244,25221615,Y0COMMON_01,유니온고무패킹 새*무궁화 급수,2025-03-17 23:30
1098244,25221615,Y25221615_001,ID20mm*OD27mm*T2mm,2025-03-17 23:30
1122957,30101704,Y0COMMON_01,H빔 SM355B,2025-03-17 23:30
1122957,30101704,Y30101704_014,10,2025-03-17 23:30
1122957,30101704,Y30101704_015,M,2025-03-17 23:30
1122957,30101704,Y30101704_016,200,2025-03-17 23:30
1122957,30101704,Y30101704_017,MM,2025-03-17 23:30
1122957,30101704,Y30101704_018,5.5*8,2025-03-17 23:30
1122957,30101704,Y30101704_019,MM,2025-03-17 23:30
1122957,30101704,Y30101704_020,100,2025-03-17 23:30
1122957,30101704,Y30101704_021,MM,2025-03-17 23:30
1122537,25221912,Y0COMMON_01,ITX-청춘/새마을 진공접촉기(K),2025-01-09 23:30
1122537,25221912,Y0COMMON_05,RVS13007CC0,2025-01-09 23:30
1122537,25221912,Y25221912_014,MM,2025-01-09 23:30
1122537,25221912,Y25221912_997,구동차 한량당 2EA 취부,2025-01-09 23:30
1122537,25221912,Y25221912_998,AC1500V/100A(보조접점3a2b),2025-01-09 23:30
1122537,25221912,Y25221912_005,CM77-A7형,2025-01-09 23:30
1122537,25221912,Y25221912_009,180,2025-01-09 23:30
1122537,25221912,Y25221912_010,MM,2025-01-09 23:30
1122537,25221912,Y25221912_011,430,2025-01-09 23:30
1122537,25221912,Y25221912_012,MM,2025-01-09 23:30
1122537,25221912,Y25221912_013,205.5,2025-01-09 23:30
1122541,25220141,Y0COMMON_01,ITX-청춘 운전실 측 힌지 도어용,2025-01-09 23:30
1122541,25220141,Y0COMMON_05,RFD60022CC0,2025-01-09 23:30
1122541,25220141,Y25220141_013,T6+3.8(PVB필름)+T6,2025-01-09 23:30
1122541,25220141,Y25220141_014,MM,2025-01-09 23:30
1122541,25220141,Y25220141_997,4EA/1편성,2025-01-09 23:30
1122541,25220141,Y25220141_009,273,2025-01-09 23:30
1122541,25220141,Y25220141_010,MM,2025-01-09 23:30
1122541,25220141,Y25220141_011,672.5,2025-01-09 23:30
1122541,25220141,Y25220141_012,MM,2025-01-09 23:30
1059030,31181506,Y0COMMON_01,오-링,2025-03-04 23:37
1059030,31181506,Y31181506_997,701-92 주공기압축기(3YC-65FC),2025-03-04 23:37
1114176,26111707,Y26111707_010,65,2025-03-25 23:30
1114176,26111707,Y26111707_011,A,2025-03-25 23:30
1100323,25220329,Y0COMMON_01,ATP(봄바르디어) 타코메타 100mm,2025-03-25 23:30
1100323,25220329,Y0COMMON_02,5316166,2025-03-25 23:30
1111612,25222108,Y0COMMON_01,CCBII,2025-03-25 23:30
1111612,25222108,Y25222108_001,XKORCCBIIPPOOLKIT,2025-03-25 23:30
1111612,25222108,Y25222108_004,7600대용,2025-03-25 23:30
1042485,39111706,Y39111706_997,"220V Ø100 고정식, 적색",2025-03-25 23:30
1042485,39111706,Y0COMMON_01,회전식경광등,2025-03-25 23:30
1029436,24101715,Y24101715_997,벨트폭400㎜ 8t×3000㎜(부품번,2025-03-25 23:30
1029436,24101715,Y0COMMON_01,벨트,2025-03-25 23:30
1122810,25220225,Y0COMMON_01,"KTX-이음,청룡 운전실 중간문 도",2025-03-25 23:30
1122810,25220225,Y25220225_997,RFC90031FK0,2025-03-25 23:30
1122810,25220225,Y25220225_998,RFC90031FX0,2025-03-25 23:30
1123005,31211502,Y0COMMON_01,철도차량용 수성페인트 하도 프,2025-03-25 23:30
1123005,31211502,Y31211502_997,KRCS E038,2025-03-25 23:30
1121328,25221016,Y0COMMON_01,제동명령스토퍼 푸쉬버튼조립체,2025-03-25 23:30
1121328,25221016,Y25221016_997,"KTX-산천(II호남,IV원강)",2025-03-25 23:30
1121328,25221016,Y25221016_998,RBC14201EE0-07,2025-03-25 23:30
1121328,25221016,Y25221016_999,PLUNGER(AR00000065282),2025-03-25 23:30
1122105,25221016,Y0COMMON_01,제동명령스토퍼 플러그,2025-03-25 23:30
1122105,25221016,Y0COMMON_05,RBC14201EE0-08,2025-03-25 23:30
1122105,25221016,Y25221016_997,"PLUG,DUMMY STOPPER",2025-03-25 23:30
1122105,25221016,Y25221016_998,AR00000065283,2025-03-25 23:30
1122105,25221016,Y25221016_999,KTX산천(공용),2025-03-25 23:30
1045505,31161620,Y31161620_010,SM45C,2025-03-25 23:30
1045505,31161620,Y31161620_004,M27*P2,2025-03-25 23:30
1045505,31161620,Y0COMMON_01,볼트,2025-03-25 23:30
1045505,31161620,Y31161620_997,CK용 SM45C T08-14 고주파소입,2025-03-25 23:30
1028154,25221801,Y0COMMON_01,견인전동기 조립체,2025-03-25 23:30
