자재번호,G2B분류번호,속성코드,속성값,생성일시
1123142,40101806,Y40101806_030,MM,2025-04-18 23:30
1123142,40101806,Y0COMMON_01,싱글형 실외기받침대,2025-04-18 23:30
1123143,72151299,Y0COMMON_01,"냉난방기용 덕트설치,평균Φ250m",2025-04-18 23:30
7020474,41111804,Y0COMMON_01,중실축 초음파 탐상장치,2025-02-26 23:30
7020474,41111804,Y0COMMON_03,KRCS 24012,2025-02-26 23:30
7020474,41111804,Y0COMMON_04,1,2025-02-26 23:30
1028870,25222033,Y0COMMON_01,밸브변콕크,2025-02-26 23:30
1028870,25222033,Y0COMMON_03,KRCS B209,2025-02-26 23:30
1028870,25222033,Y25222033_009,P4a변동하중밸브,2025-02-26 23:30
1028870,25222033,Y25222033_997,2202-11720,2025-02-26 23:30
1109112,25221010,Y0COMMON_01,살사브라켓 취부대,2025-02-26 23:30
1109112,25221010,Y0COMMON_05,RBL00101CK0,2025-02-26 23:30
1109112,25221010,Y25221010_997,SS400,2025-02-26 23:30
1109112,25221010,Y25221010_007,EL8500 살사장치용,2025-02-26 23:30
1105179,25220223,Y0COMMON_01,T-conection,2025-02-26 23:30
1105179,25220223,Y25220223_007,8,2025-02-26 23:30
1105179,25220223,Y25220223_008,Φ,2025-02-26 23:30
1105179,25220223,Y25220223_011,01월 08일,2025-02-26 23:30
1105179,25220223,Y25220223_012,"""",2025-02-26 23:30
1105179,25220223,Y25220223_997,25-729-1031-301,2025-02-26 23:30
1105179,25220223,Y25220223_998,KTX-산천 승강대문용,2025-02-26 23:30
1122799,25221017,Y0COMMON_01,KTX-산천(원강) 동력차 2차 수직,2025-02-26 23:30
1122799,25221017,Y0COMMON_02,흡입스낵 브라이들,2025-02-26 23:30
1122799,25221017,Y0COMMON_05,K14-BF40-07-RBF40201EE0,2025-02-26 23:30
1122799,25221017,Y0COMMON_06,3,2025-02-26 23:30
1122799,25221017,Y25221017_003,SM45C,2025-02-26 23:30
1121686,25220105,Y0COMMON_01,객차 외부 필름 정비,2025-02-26 23:30
1121686,25220105,Y0COMMON_03,KRCS 24009,2025-02-26 23:30
1051234,25240203,Y25240203_003,50㎏,2025-01-09 23:30
1051234,25240203,Y25240203_002,"SC46,SF50",2025-01-09 23:30
1051234,25240203,Y0COMMON_01,힐이음판,2025-01-09 23:30
1051234,25240203,Y25240203_997,345*60*70㎜ 힐이음판,2025-01-09 23:30
1025580,25222156,Y0COMMON_01,포핏밸브,2025-02-28 23:30
1025580,25222156,Y25222156_004,보조주공기압축기,2025-02-28 23:30
1025580,25222156,Y25222156_997,R499002984_2/2Way NC,2025-02-28 23:30
1122412,25221913,Y0COMMON_01,MCB(주회로차단기)용 가스켓,2025-02-28 23:30
1122412,25221913,Y0COMMON_02,"118X105,2T,코르크",2025-02-28 23:30
1122412,25221913,Y0COMMON_05,가로 홀 간 길이 100,2025-02-28 23:30
1122412,25221913,Y0COMMON_06,세로 홀 간 길이 82,2025-02-28 23:30
1122412,25221913,Y0COMMON_07,전 프로젝트 공통,2025-02-28 23:30
1122206,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122206,25220881,Y25220881_997,RMU80014FX0,2025-02-28 23:30
1122206,25220881,Y25220881_998,989MM 997.5MM,2025-02-28 23:30
1122212,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122212,25220881,Y25220881_997,RMU80906FX0,2025-02-28 23:30
1122212,25220881,Y25220881_998,2109MM 997.5MM,2025-02-28 23:30
1122213,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122213,25220881,Y25220881_997,RMU80905FX0,2025-02-28 23:30
1122213,25220881,Y25220881_998,2109MM 997.5MM,2025-02-28 23:30
1122214,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122214,25220881,Y25220881_997,RMU80901FX0,2025-02-28 23:30
1122214,25220881,Y25220881_998,2759MM 997.5MM,2025-02-28 23:30
1122215,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122215,25220881,Y25220881_997,RMU80900FX0,2025-02-28 23:30
1122215,25220881,Y25220881_998,2459MM 997.5MM,2025-02-28 23:30
1122219,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122219,25220881,Y25220881_997,RMU80904FX0,2025-02-28 23:30
1122219,25220881,Y25220881_998,2459MM 997.5MM,2025-02-28 23:30
1122220,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122220,25220881,Y25220881_997,RMU80903FX0,2025-02-28 23:30
1122220,25220881,Y25220881_998,2209MM 997.5MM,2025-02-28 23:30
1122221,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122221,25220881,Y25220881_997,RMU80902FX0,2025-02-28 23:30
1122221,25220881,Y25220881_998,2209MM 997.5MM,2025-02-28 23:30
1122095,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1122095,25220881,Y25220881_997,RMU80015FX0,2025-02-28 23:30
1122095,25220881,Y25220881_998,989MM 997.5MM,2025-02-28 23:30
1122095,25220881,Y25220881_999,Mm2 M2,2025-02-28 23:30
1122222,25220881,Y0COMMON_01,KTX-청룡 언더커버,2025-02-28 23:30
1123076,23990599,Y0COMMON_01,구간환기 본선 팬,2025-04-08 23:30
1123077,24101602,Y24101602_002,2TON*6mH,2025-04-08 23:30
1123077,24101602,Y0COMMON_01,본선 구간환기실 모노레일 호이,2025-04-08 23:30
1037830,25222013,Y0COMMON_01,밸브변콕크,2025-04-09 23:30
1037830,25222013,Y25222013_997,안전변주공기압축기SF10,2025-04-09 23:30
1112994,25221737,Y0COMMON_01,동력접촉기,2025-04-09 23:30
1112994,25221737,Y25221737_006,8461331,2025-04-09 23:30
1024814,25221015,Y0COMMON_01,스프링,2025-04-09 23:30
1024814,25221015,Y25221015_002,높이제한케이블용,2025-04-09 23:30
1024814,25221015,Y25221015_997,TRAL404985000,2025-04-09 23:30
1109259,43211903,Y0COMMON_01,8500호대 전기기관차 운전실용모,2025-04-09 23:30
1109259,43211903,Y0COMMON_03,KRCS B526,2025-04-09 23:30
1107619,25221017,Y0COMMON_01,육각볼트 M20x90L CLASS 10.9,2025-04-09 23:30
1107619,25221017,Y25221017_997,RS60101-184XLN,2025-04-09 23:30
1043857,26101504,Y0COMMON_01,디젤엔진,2025-04-09 23:30
1043857,26101504,Y26101504_997,도이치 BF6M1013CP,2025-04-09 23:30
1091160,25222033,Y0COMMON_01,가스켓,2025-04-09 23:30
1091160,25222033,Y0COMMON_07,2252-21190(1),2025-04-09 23:30
1091160,25222033,Y25222033_001,CORK(재질),2025-04-09 23:30
1091160,25222033,Y25222033_007,화차용,2025-04-09 23:30
1028184,25221922,Y0COMMON_01,팬터고압애자 EL8200용,2025-04-09 23:30
1028184,25221922,Y0COMMON_05,ETP00267 A-306523,2025-04-09 23:30
1028184,25221922,Y25221922_004,"PAN,ROOFLINE 8WYO000-1YA04",2025-04-09 23:30
1028184,25221922,Y25221922_007,팬터 및 고압봉 지지용,2025-04-09 23:30
1030603,31162504,Y31162504_011,Steady arm(곡선당김금구),2025-04-09 23:30
1030603,31162504,Y0COMMON_01,가동브래키트,2025-04-09 23:30
1030603,31162504,Y0COMMON_02,KRSA-3012-R1(SA130),2025-04-09 23:30
1030603,31162504,Y31162504_997,"A05C17, 1.3m",2025-04-09 23:30
1064091,30131592,Y0COMMON_01,타일,2025-04-09 23:30
1064091,30131592,Y30131592_004,고무선형블럭,2025-04-09 23:30
1064091,30131592,Y30131592_005,300,2025-04-09 23:30
1064091,30131592,Y30131592_006,㎜,2025-04-09 23:30
1064091,30131592,Y30131592_007,7,2025-04-09 23:30
1064091,30131592,Y30131592_008,㎜,2025-04-09 23:30
1064091,30131592,Y30131592_009,300,2025-04-09 23:30
1064091,30131592,Y30131592_010,㎜,2025-04-09 23:30
1064091,30131592,Y30131592_997,접착식,2025-04-09 23:30
1121331,25220211,Y0COMMON_01,8200호대 창닦이 장치(암) 좌측,2025-04-09 23:30
1121331,25220211,Y0COMMON_02,KRCS B625,2025-04-09 23:30
1121331,25220211,Y0COMMON_05,1215-30024,2025-04-09 23:30
1121357,25220211,Y0COMMON_01,8200호대 창닦이 장치(암) 우측,2025-04-09 23:30
1121357,25220211,Y0COMMON_02,KRCS B625,2025-04-09 23:30
1121357,25220211,Y0COMMON_05,1215-30025,2025-04-09 23:30
1114978,25222149,Y0COMMON_01,EL8500호대 트윈타워공기건조기,2025-04-09 23:30
1114978,25222149,Y0COMMON_05,RMA22007CK0,2025-04-09 23:30
1117556,25220875,Y0COMMON_01,KTX-이음 횡 댐퍼 수리키트 4-1,2025-07-04 23:30
1117556,25220875,Y25220875_001,RBG40001FK0,2025-07-04 23:30
1117556,25220875,Y25220875_002,96H 2483 Level 4.1,2025-07-04 23:30
1004273,25221420,Y0COMMON_01,드라이브샤프트,2025-07-07 23:30
1004273,25221420,Y25221420_997,NT-R5G용212601,2025-07-07 23:30
1009208,25221040,Y0COMMON_01,내통마모판받침대,2025-07-07 23:30
1009208,25221040,Y25221040_997,NT대차용한진245-H001(8),2025-07-07 23:30
1046928,25220837,Y0COMMON_01,NEL배장기스커트,2025-07-07 23:30
1046928,25220837,Y0COMMON_07,"MUP00519,523,525,526",2025-07-07 23:30
1107810,25230513,Y25230513_015,V,2025-07-07 23:30
1107810,25230513,Y25230513_014,24,2025-07-07 23:30
1107810,25230513,Y0COMMON_01,레일탐상용 탐촉자 PROBE 0도,2025-07-07 23:30
1121351,25220886,Y0COMMON_01,KTX-산천IV(원강),2025-07-07 23:30
1121351,25220886,Y25220886_997,오디오&비디오제어기 V-SEL B/D,2025-07-07 23:30
1121351,25220886,Y25220886_998,"RES10051EE0-012,R1D002019",2025-07-07 23:30
1121351,25220886,Y25220886_999,AV.PA.CON.(VSEL),2025-07-07 23:30
1121353,25220886,Y0COMMON_01,KTX-산천IV(원강),2025-07-07 23:30
1121353,25220886,Y25220886_997,"비디오서버(1,2) VSP2 B/D",2025-07-07 23:30
1121353,25220886,Y25220886_998,RES10052EE0,2025-07-07 23:30
1121353,25220886,Y25220886_999,"VSU1&2, VSP2",2025-07-07 23:30
1121349,25220886,Y0COMMON_01,KTX-산천IV(원강) 오디오&비디오,2025-07-07 23:30
1121349,25220886,Y25220886_998,RES10051EE0-008,2025-07-07 23:30
1121349,25220886,Y25220886_999,AV.PA.CON(PWR),2025-07-07 23:30
1097014,25222130,Y0COMMON_01,브라켓,2025-07-07 23:30
1097014,25222130,Y0COMMON_05,부단2241-00032,2025-07-07 23:30
1097014,25222130,Y25222130_007,E축화차 부하감지변용,2025-07-07 23:30
1097014,25222130,Y25222130_009,180,2025-07-07 23:30
1097014,25222130,Y25222130_010,MM,2025-07-07 23:30
1097014,25222130,Y25222130_011,85,2025-07-07 23:30
1097014,25222130,Y25222130_012,MM,2025-07-07 23:30
1097014,25222130,Y25222130_013,70,2025-07-07 23:30
1097014,25222130,Y25222130_014,MM,2025-07-07 23:30
1062367,39121636,Y39121636_997,LGS-A-R-24-6-15-33-D,2025-07-07 23:30
1062367,39121636,Y39121636_998,25.8㎸ 600A,2025-07-07 23:30
1062367,39121636,Y0COMMON_01,GLBS제어함,2025-07-07 23:30
1043744,25220925,Y0COMMON_01,송풍기조립체,2025-03-20 23:30
1043744,25220925,Y0COMMON_05,FCP00917-351633,2025-03-20 23:30
1043744,25220925,Y25220925_011,218,2025-03-20 23:30
1043744,25220925,Y25220925_012,㎜,2025-03-20 23:30
1043744,25220925,Y25220925_013,205,2025-03-20 23:30
1043744,25220925,Y25220925_014,㎜,2025-03-20 23:30
1043744,25220925,Y25220925_997,"AC단상 220V60HZ, 입력:0.365㎾",2025-03-20 23:30
1043744,25220925,Y25220925_998,REDIAL-FAN,2025-03-20 23:30
1043744,25220925,Y25220925_999,"풍량:12㎥/min, 절연등급 F",2025-03-20 23:30
1043744,25220925,Y25220925_007,8200EL 운전실 공기조화기용,2025-03-20 23:30
1043744,25220925,Y25220925_009,270,2025-03-20 23:30
1043744,25220925,Y25220925_010,㎜,2025-03-20 23:30
1123103,25240501,Y25240501_023,MM,2025-04-21 23:30
1123103,25240501,Y25240501_024,H160,2025-04-21 23:30
1123103,25240501,Y25240501_025,MM,2025-04-21 23:30
1123103,25240501,Y25240501_026,B260,2025-04-21 23:30
1118654,25222204,Y0COMMON_01,LED 독서등 조립체,2025-04-21 23:30
1118654,25222204,Y25222204_007,EL8200 운전실용,2025-04-21 23:30
6003654,21101701,Y0COMMON_01,예취기(대표자재),2025-04-21 23:30
1097805,43191510,Y0COMMON_01,무선송수신기 KMR-1518,2025-04-21 23:30
1097805,43191510,Y0COMMON_02,KRS CM 0005 초단파 무선송수신,2025-04-21 23:30
1040993,25220110,Y25220110_001,TVT13-EP00,2025-04-21 23:30
1040993,25220110,Y25220110_007,12700대변기콘트롤부용,2025-04-21 23:30
1040993,25220110,Y25220110_997,신조무,2025-04-21 23:30
1040993,25220110,Y0COMMON_01,감압변,2025-04-21 23:30
1105005,25240435,Y0COMMON_01,레일패드,2025-04-21 23:30
1105005,25240435,Y0COMMON_02,KRSA 1004,2025-04-21 23:30
1105005,25240435,Y25240435_001,시스템 300-1 3T,2025-04-21 23:30
1105005,25240435,Y25240435_002,6.00E+02,2025-04-21 23:30
1104982,25240435,Y0COMMON_01,레일패드,2025-04-21 23:30
1123264,25220836,Y0COMMON_01,7600호대 차체바닥 씰(1EA),2025-05-16 23:30
1123264,25220836,Y0COMMON_02,84A231805P1,2025-05-16 23:30
1122550,39121529,Y39121529_014,MM,2025-05-16 23:30
1122550,39121529,Y39121529_015,52.5,2025-05-16 23:30
1122550,39121529,Y39121529_016,MM,2025-05-16 23:30
1122550,39121529,Y0COMMON_01,OMRON MK3P,2025-05-16 23:30
1122525,39121529,Y39121529_008,DC100V 2a2b,2025-05-16 23:30
1122525,39121529,Y39121529_997,"3종 공기압축기 CMSB함내 CMK, B",2025-05-16 23:30
1122525,39121529,Y0COMMON_01,LS산전 전자접촉기 MC-50a,2025-05-16 23:30
1122948,39122111,Y0COMMON_01,애자구분장치(G형) A03D30-102부,2025-05-16 23:30
1122949,39122111,Y0COMMON_01,애자구분장치(G형) A03D30-102부,2025-05-16 23:30
1115416,25221925,Y0COMMON_01,KTX-이음 냉각장치 오일펌프,2025-05-16 23:30
1115416,25221925,Y0COMMON_02,RMT30004FK0,2025-05-16 23:30
1121462,40141693,Y0COMMON_01,R3100-10-W-B3W CKD 감압변,2025-05-16 23:30
1120659,25222109,Y0COMMON_01,EL8200호대 비상제동핸들,2025-05-16 23:30
1120659,25222109,Y0COMMON_02,EMERG.BRAKE VALVE,2025-05-16 23:30
1120659,25222109,Y25222109_006,II47164,2025-05-16 23:30
1120659,25222109,Y25222109_010,MM,2025-05-16 23:30
1120659,25222109,Y25222109_012,MM,2025-05-16 23:30
1120659,25222109,Y25222109_013,"""""",2025-05-16 23:30
1120659,25222109,Y25222109_014,MM,2025-05-16 23:30
1101867,46171610,Y46171610_016,248,2025-05-16 23:30
1101867,46171610,Y46171610_017,파이,2025-05-16 23:30
1101867,46171610,Y46171610_997,2메가픽셀(1920*1080)Full HD 20,2025-05-16 23:30
1101867,46171610,Y46171610_998,최저저도 0Lux IR 야간 가시거리,2025-05-16 23:30
1101867,46171610,Y46171610_999,IP66 방진/방수 IK10내충격 대응,2025-05-16 23:30
1101867,46171610,Y46171610_012,399.5,2025-05-16 23:30
1101867,46171610,Y46171610_013,㎜,2025-05-16 23:30
1101867,46171610,Y46171610_014,399.5,2025-05-16 23:30
1101867,46171610,Y46171610_015,㎜,2025-05-16 23:30
1101867,46171610,Y0COMMON_01,보안카메라,2025-05-16 23:30
1075100,39121529,Y39121529_997,GV2-AF02 동력차난방접촉기용,2025-05-16 23:30
1075100,39121529,Y0COMMON_01,마운팅플레이트,2025-05-16 23:30
7017462,81112399,Y81112399_997,10T 50*50㎜,2025-05-16 23:30
7017462,81112399,Y0COMMON_01,CPU 쿨링팬,2025-05-16 23:30
1121545,25221335,Y0COMMON_01,7600호대 디젤기관차 엔진 피스,2025-05-16 23:30
1121545,25221335,Y0COMMON_02,417X1006-1,2025-05-16 23:30
1121556,25221335,Y0COMMON_01,7600호대 디젤기관차 엔진 피스,2025-05-16 23:30
1121556,25221335,Y0COMMON_02,417X1008,2025-05-16 23:30
1111227,25221345,Y0COMMON_01,7600대 피스톤냉각용 노즐어셈,2025-05-16 23:30
1111227,25221345,Y25221345_001,423X1000,2025-05-16 23:30
1106852,46171610,Y46171610_016,200,2025-05-16 23:30
1106852,46171610,Y46171610_017,㎜,2025-05-16 23:30
1013105,25221938,Y0COMMON_01,튜브,2025-07-24 23:30
1013105,25221938,Y25221938_997,TRB546576801112,2025-07-24 23:30
1013105,25221938,Y25221938_005,팬터그래프용,2025-07-24 23:30
1123576,25220328,Y25220328_998,분당선108량(2022년),2025-07-28 23:30
1123577,25220328,Y0COMMON_01,ATS/ATC DETA 보드,2025-07-28 23:30
1123577,25220328,Y0COMMON_05,RSG34001JJ0-품번Q,2025-07-28 23:30
1123577,25220328,Y25220328_997,8EA/1편성,2025-07-28 23:30
1123577,25220328,Y25220328_998,분당선108량(2022년),2025-07-28 23:30
1123578,25220328,Y0COMMON_01,ATS/ATC VI 보드,2025-07-28 23:30
1123578,25220328,Y0COMMON_05,RSG34001JJ0-품번R,2025-07-28 23:30
1123578,25220328,Y25220328_997,16EA/1편성,2025-07-28 23:30
1123578,25220328,Y25220328_998,분당선108량(2022년),2025-07-28 23:30
1123579,25220328,Y0COMMON_01,ATS/ATC VO 보드,2025-07-28 23:30
1123579,25220328,Y0COMMON_05,RSG34001JJ0-품번S,2025-07-28 23:30
1123579,25220328,Y25220328_997,8EA/1편성,2025-07-28 23:30
1123579,25220328,Y25220328_998,분당선108량(2022년),2025-07-28 23:30
1116451,25221934,Y0COMMON_01,KTX-이음 보조전원장치 컨버터 1,2025-07-28 23:30
1116451,25221934,Y0COMMON_03,KRCS B607,2025-07-28 23:30
1116451,25221934,Y0COMMON_05,RSV60004FK0,2025-07-28 23:30
1116452,25221934,Y0COMMON_01,KTX-이음 보조전원장치 컨버터 2,2025-07-28 23:30
1116452,25221934,Y0COMMON_03,KRCS B607,2025-07-28 23:30
1116452,25221934,Y0COMMON_05,RSV60006FK0,2025-07-28 23:30
1099937,25220320,Y0COMMON_01,ATP(안살도) A랙 CBAT coding pl,2025-07-28 23:30
1099937,25220320,Y0COMMON_02,6532643,2025-07-28 23:30
1099937,25220320,Y25220320_009,120,2025-07-28 23:30
1099937,25220320,Y25220320_010,MM,2025-07-28 23:30
1099937,25220320,Y25220320_011,x 35,2025-07-28 23:30
1099937,25220320,Y25220320_012,MM,2025-07-28 23:30
1099937,25220320,Y25220320_013,x H27,2025-07-28 23:30
1099937,25220320,Y25220320_014,MM,2025-07-28 23:30
1099937,25220320,Y25220320_007,8200호대 A랙용,2025-07-28 23:30
1112795,25222149,Y0COMMON_01,EL8500 IBP 슬레이브용 인터패이,2025-07-28 23:30
1112795,25222149,Y0COMMON_03,KRCS B531,2025-07-28 23:30
1112795,25222149,Y25222149_002,(IF1-2),2025-07-28 23:30
1118176,25231122,Y0COMMON_01,안개분무 살수 노즐,2025-07-28 23:30
1118176,25231122,Y0COMMON_02,3LPM@250bars,2025-07-28 23:30
1118176,25231122,Y25231122_997,고압살수차(HPCC)용,2025-07-28 23:30
1123584,25220328,Y0COMMON_01,ATS/ATC VOR 보드,2025-07-28 23:30
1123584,25220328,Y0COMMON_05,RSG34001JJ0-품번T,2025-07-28 23:30
1123584,25220328,Y25220328_997,8EA/1편성,2025-07-28 23:30
1123584,25220328,Y25220328_998,"분당선108량(2022년), 24량(2024",2025-07-28 23:30
1123585,25220328,Y0COMMON_01,ATS/ATC MEM 보드,2025-07-28 23:30
1123585,25220328,Y0COMMON_05,RSG34001JJ0-품번U,2025-07-28 23:30
1090122,25222110,Y0COMMON_01,슈홀더조립,2025-03-04 23:31
1090122,25222110,Y0COMMON_07,"TRP01067(103),(106)*(109)",2025-03-04 23:31
1090122,25222110,Y25222110_004,상부,2025-03-04 23:31
1122939,25221607,Y25221607_998,450V 3x13uF,2025-03-11 23:30
1122940,25221607,Y0COMMON_01,"KTX-이음,청룡 공기압축기 기동",2025-03-11 23:30
1122940,25221607,Y25221607_997,C193A/96EV-U1,2025-03-11 23:30
1122940,25221607,Y25221607_998,REG60001FK0-K,2025-03-11 23:30
1104494,25222311,Y0COMMON_01,특실의자 팔걸이(좌)커버지 Ver1,2025-03-11 23:30
1104494,25222311,Y0COMMON_03,KRCS B291,2025-03-11 23:30
1104506,25222311,Y0COMMON_01,특실 팔걸이(우)커버지Ver.1붉은,2025-03-11 23:30
1104506,25222311,Y0COMMON_03,KRCS B291,2025-03-11 23:30
1105870,25222311,Y0COMMON_01,특실의자 팔걸이(좌) 커버지Ver2,2025-03-11 23:30
1105870,25222311,Y0COMMON_03,KRCS B291,2025-03-11 23:30
1105870,25222311,Y0COMMON_04,4,2025-03-11 23:30
1105870,25222311,Y25222311_005,374,2025-03-11 23:30
1105870,25222311,Y25222311_006,㎜,2025-03-11 23:30
1105870,25222311,Y25222311_007,80,2025-03-11 23:30
1105870,25222311,Y25222311_008,㎜,2025-03-11 23:30
1105870,25222311,Y25222311_009,71,2025-03-11 23:30
1105870,25222311,Y25222311_010,㎜,2025-03-11 23:30
1105870,25222311,Y25222311_002,KTX 객실설비개선용,2025-03-11 23:30
1105872,25222311,Y0COMMON_01,특실 팔걸이(우)커버지Ver.2쥐색,2025-03-11 23:30
1105872,25222311,Y0COMMON_03,KRCS B291,2025-03-11 23:30
1042710,14111703,Y14111703_997,킴스타올,2025-03-11 23:30
1042710,14111703,Y0COMMON_01,종이넝마,2025-03-11 23:30
1122540,25220141,Y0COMMON_01,전동차 운전실 가선전압계,2025-03-11 23:30
1122540,25220141,Y0COMMON_05,REM10001EB0,2025-03-11 23:30
1122540,25220141,Y25220141_013,96,2025-03-11 23:30
1122540,25220141,Y25220141_014,MM,2025-03-11 23:30
1122540,25220141,Y25220141_997,2EA/1편성,2025-03-11 23:30
1122540,25220141,Y25220141_998,성남여주선48량(2016년이후도입,2025-03-11 23:30
1122540,25220141,Y25220141_004,DBA-EA23/A10GH-4,2025-03-11 23:30
1122540,25220141,Y25220141_005,표시 허용범위 : 0~3.0kV,2025-03-11 23:30
1122540,25220141,Y25220141_006,표시 값/입력 값 : 3.0kV/15V,2025-03-11 23:30
1122540,25220141,Y25220141_009,45,2025-03-11 23:30
1122540,25220141,Y25220141_010,MM,2025-03-11 23:30
1121702,25220607,Y25220607_007,7600호대용,2025-04-28 23:31
1121747,25221701,Y0COMMON_01,"CSUR,FPR,PCR,PCSR1,RUNR,SCSR1",2025-04-28 23:31
1121747,25221701,Y25221701_006,17LV66BD52,2025-04-28 23:31
1121747,25221701,Y25221701_007,7600호대용,2025-04-28 23:31
1117096,25221721,Y25221721_007,7600호대용,2025-04-28 23:31
1117096,25221721,Y25221721_001,41A296328AXP5,2025-04-28 23:31
1117096,25221721,Y25221721_014,"""'",2025-04-28 23:31
1117096,25221721,Y0COMMON_01,터보 속도 센서,2025-04-28 23:31
1117098,25221721,Y25221721_007,7600호대용,2025-04-28 23:31
1117098,25221721,Y25221721_001,41A296328ATP3,2025-04-28 23:31
1117098,25221721,Y25221721_014,"""'",2025-04-28 23:31
1117098,25221721,Y0COMMON_01,서미스터 온도 센서,2025-04-28 23:31
1118256,25221305,Y0COMMON_01,리턴덕트,2025-04-28 23:31
1118256,25221305,Y25221305_004,84A223114P7,2025-04-28 23:31
1118256,25221305,Y25221305_007,7600호대용,2025-04-28 23:31
1121573,25222108,Y0COMMON_01,전원공급모듈(PSJB),2025-04-28 23:31
1121573,25222108,Y25222108_003,786807,2025-04-28 23:31
1121573,25222108,Y25222108_004,7600호대,2025-04-28 23:31
1116478,25220927,Y0COMMON_01,KTX-이음 객실 공조장치 증발기,2025-04-28 23:31
1116478,25220927,Y25220927_997,RFH61205FK0,2025-04-28 23:31
1116478,25220927,Y25220927_998,646B10005M,2025-04-28 23:31
1052801,39121014,Y39121014_003,단상AC450,2025-07-04 23:30
1052801,39121014,Y39121014_004,V,2025-07-04 23:30
1052801,39121014,Y39121014_005,AC60,2025-07-04 23:30
1052801,39121014,Y39121014_006,HZ,2025-07-04 23:30
1052801,39121014,Y39121014_997,10㎌±10%,2025-07-04 23:30
1052801,39121014,Y0COMMON_01,EL8200증발기모터 콘덴서,2025-07-04 23:30
1122547,25220306,Y0COMMON_01,전기동차 TGIS 표시장치(GP500),2025-07-07 23:30
1122547,25220306,Y0COMMON_07,",TDK(일본) PCU-P077E,",2025-07-07 23:30
1122547,25220306,Y25220306_997,2EA/1편성,2025-07-07 23:30
1122547,25220306,Y25220306_001,"입력전압 12V, 출력전압 1500V",2025-07-07 23:30
1024295,25220927,Y0COMMON_01,솔레노이드밸브,2025-07-07 23:30
1024295,25220927,Y25220927_997,060A 101794,2025-07-07 23:30
1024295,25220927,Y25220927_004,객차공조장치용,2025-07-07 23:30
1119010,30101704,Y0COMMON_01,H빔 SHN275 200*200*8*12,2025-07-07 23:30
1119010,30101704,Y30101704_014,10,2025-07-07 23:30
1119010,30101704,Y30101704_015,M,2025-07-07 23:30
1119010,30101704,Y30101704_016,200,2025-07-07 23:30
1119010,30101704,Y30101704_017,MM,2025-07-07 23:30
1119010,30101704,Y30101704_018,8*12,2025-07-07 23:30
1119010,30101704,Y30101704_019,MM,2025-07-07 23:30
1119010,30101704,Y30101704_020,200,2025-07-07 23:30
1119010,30101704,Y30101704_021,MM,2025-07-07 23:30
1123032,30111505,Y0COMMON_01,레미콘,2025-07-07 23:30
1123032,30111505,Y0COMMON_02,KS F4009,2025-07-07 23:30
1123032,30111505,Y30111505_001,25mm,2025-07-07 23:30
1123032,30111505,Y30111505_003,27Mpa,2025-07-07 23:30
1123032,30111505,Y30111505_008,150mm,2025-07-07 23:30
1123032,30111505,Y30111505_997,25-27-150,2025-07-07 23:30
1106844,25221903,Y0COMMON_01,EL8500용 축전지 충전장치조립체,2025-07-07 23:30
1106844,25221903,Y0COMMON_02, ,2025-07-07 23:30
1106844,25221903,Y0COMMON_03,KRCS B414,2025-07-07 23:30
1106844,25221903,Y0COMMON_04, ,2025-07-07 23:30
1106844,25221903,Y0COMMON_05,L03-EG71-05-REG71001CK0,2025-07-07 23:30
1106844,25221903,Y0COMMON_06, ,2025-07-07 23:30
1106844,25221903,Y0COMMON_07, ,2025-07-07 23:30
1106844,25221903,Y25221903_997, ,2025-07-07 23:30
1106844,25221903,Y25221903_998, ,2025-07-07 23:30
1106844,25221903,Y25221903_999, ,2025-07-07 23:30
1106844,25221903,Y25221903_001, ,2025-07-07 23:30
1106844,25221903,Y25221903_002, ,2025-07-07 23:30
1106844,25221903,Y25221903_003, ,2025-07-07 23:30
1106844,25221903,Y25221903_004, ,2025-07-07 23:30
1109575,25220881,Y0COMMON_01,도어스커트,2025-07-14 23:30
1109575,25220881,Y0COMMON_05,RMU80362EE0,2025-07-14 23:30
1109575,25220881,Y25220881_004,KTX-산천(원강),2025-07-14 23:30
1123300,25220837,Y25220837_013,MM,2025-07-14 23:30
1123300,25220837,Y25220837_014,180,2025-07-14 23:30
1123300,25220837,Y25220837_015,MM,2025-07-14 23:30
1123300,25220837,Y25220837_010,600,2025-07-14 23:30
1123300,25220837,Y25220837_011,MM,2025-07-14 23:30
1123300,25220837,Y25220837_012,200,2025-07-14 23:30
1109637,25220881,Y0COMMON_01,도어스커트 corner skirt door,2025-07-14 23:30
1109637,25220881,Y0COMMON_05,RMU80361EE0,2025-07-14 23:30
1109637,25220881,Y25220881_004,KTX-산천(원강),2025-07-14 23:30
